site_number,frame_index,frame_id,run_id,source_sequence,source_frame_index,timestamp_ns,scan_path,pose_path,transform_path,global_frame,tx,ty,tz,qx,qy,qz,qw,stage_origin_x_m,stage_origin_y_m,stage_yaw_deg,quality_flag,sensor_config_id
70,1410,001410,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,69,272350014204,scans/001410.npy,poses/001410.npy,transforms/001410.npz,global_dem,704.6893001333958,-5486.94548530378,0.1703763120629217,-0.05868188696405617,-0.06694707127652495,-0.005157957316748022,0.9960160246030946,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
71,1411,001411,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,70,275483347700,scans/001411.npy,poses/001411.npy,transforms/001411.npz,global_dem,705.6990601009988,-5486.943362887523,0.3110665487581759,-0.0633474053801219,-0.07474573053460797,-0.007432890620661817,0.9951607579358601,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
72,1412,001412,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,71,278600014530,scans/001412.npy,poses/001412.npy,transforms/001412.npz,global_dem,706.715732062541,-5486.947829091322,0.44934432473640135,-0.05941376423768873,-0.07201311153364699,-0.0028380914249169316,0.9956284756993518,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
73,1413,001413,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,72,281600014686,scans/001413.npy,poses/001413.npy,transforms/001413.npz,global_dem,707.76569787434,-5486.937990825915,0.5036639653359534,-0.06731294036790944,-0.01291701723916855,-0.00453490835380011,0.9976379871130069,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
74,1414,001414,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,73,284716681515,scans/001414.npy,poses/001414.npy,transforms/001414.npz,global_dem,708.7673210388584,-5486.929166080598,0.5313371614284681,-0.07412845542659263,-0.0369932797903142,-0.006442880608812292,0.9965414987023289,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
75,1415,001415,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,74,287833348345,scans/001415.npy,poses/001415.npy,transforms/001415.npz,global_dem,709.7650451916994,-5486.922786354781,0.6219763360364897,-0.08143207348953077,-0.059987560510432685,-0.011183377333984756,0.9948091485619786,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
76,1416,001416,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,75,290916681839,scans/001416.npy,poses/001416.npy,transforms/001416.npz,global_dem,710.8029425833208,-5486.929539760131,0.7324666323991004,-0.07855054817701981,-0.03354161735252885,-0.012512282714349916,0.9962671399116516,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
77,1417,001417,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,76,294016682000,scans/001417.npy,poses/001417.npy,transforms/001417.npz,global_dem,711.8399342764524,-5486.961091391623,0.7742749591109717,-0.05232775326948926,-0.01573063240562667,-0.00936526373546752,0.9984621401320392,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
78,1418,001418,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,77,297166682165,scans/001418.npy,poses/001418.npy,transforms/001418.npz,global_dem,712.8666007876257,-5487.00762332014,0.7885747566735222,-0.00853256683812497,-0.024592241215664567,0.004858226337728306,0.999649345826823,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
79,1419,001419,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,78,300283348994,scans/001419.npy,poses/001419.npy,transforms/001419.npz,global_dem,713.8622939183145,-5487.032195186412,0.859233945223506,0.02548956145027167,-0.04873486658572804,0.008264811906519672,0.9984522461891174,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
80,1420,001420,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,79,303316682485,scans/001420.npy,poses/001420.npy,transforms/001420.npz,global_dem,714.8830908916539,-5487.018995207981,0.9281946056978416,0.01711349514102724,-0.03445294183941821,0.007242136210429291,0.99923354354514,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
81,1421,001421,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,80,306450015982,scans/001421.npy,poses/001421.npy,transforms/001421.npz,global_dem,715.9017507297476,-5486.972499070298,0.9826837754498283,-0.02108455660000916,-0.04126263305184575,-0.0016769222301556705,0.9989244338379374,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
82,1422,001422,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,81,309616682814,scans/001422.npy,poses/001422.npy,transforms/001422.npz,global_dem,716.8720062647225,-5486.948446147532,1.057428179630143,-0.04710771616013866,-0.10015535534771591,-0.0020054580390195895,0.9938539862632751,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
83,1423,001423,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,82,312666682973,scans/001423.npy,poses/001423.npy,transforms/001423.npz,global_dem,717.9048299204226,-5486.981442782929,1.1800073021792312,-0.011481304865417926,-0.0616362600416197,-0.0037655685310851793,0.9980255365371704,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
84,1424,001424,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,83,315783349802,scans/001424.npy,poses/001424.npy,transforms/001424.npz,global_dem,718.9171868841113,-5486.99075858124,1.3077367446664259,-0.007897910817465827,-0.06497414720550403,-0.0035087902670139642,0.9978495235207056,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
85,1425,001425,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,84,318933349967,scans/001425.npy,poses/001425.npy,transforms/001425.npz,global_dem,719.9422209511865,-5486.996989463738,1.4429169578309222,-0.004806989484711332,-0.06592499668712418,-0.001589916949364792,0.9978117356635924,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
86,1426,001426,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,85,321983350126,scans/001426.npy,poses/001426.npy,transforms/001426.npz,global_dem,720.9362372377086,-5487.002873163752,1.5750710811829058,0.00034283959933240196,-0.06456813443617333,3.3795012231933495e-05,0.9979132413864136,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
87,1427,001427,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,86,325133350290,scans/001427.npy,poses/001427.npy,transforms/001427.npz,global_dem,721.9586480505693,-5487.001587076867,1.708244246426167,0.0013949441523825774,-0.06568400515051953,0.0020347750688180545,0.9978374242774309,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
88,1428,001428,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,87,328300017122,scans/001428.npy,poses/001428.npy,transforms/001428.npz,global_dem,722.9875972880423,-5487.002866565371,1.8447839550890914,0.003848653060517264,-0.06772141149390029,0.0002486381417055882,0.9976968159085045,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
89,1429,001429,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,88,331450017286,scans/001429.npy,poses/001429.npy,transforms/001429.npz,global_dem,724.0008517563421,-5487.0006909548065,1.9907408716040778,0.004297994541719411,-0.07262312136970332,-0.000818331432015417,0.9973498582839966,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
90,1430,001430,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,89,334516684113,scans/001430.npy,poses/001430.npy,transforms/001430.npz,global_dem,724.9941853815859,-5487.0046168024155,2.1344302017736836,0.003358212020393807,-0.07258591769748284,-0.0012242668957731342,0.9973557580595844,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
91,1431,001431,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,90,337566684272,scans/001431.npy,poses/001431.npy,transforms/001431.npz,global_dem,725.9913643827758,-5487.002600641543,2.272327296413208,-0.00012436921009586295,-0.06705589370569881,0.0006029993379887024,0.9977490305900718,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
92,1432,001432,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,91,340633351098,scans/001432.npy,poses/001432.npy,transforms/001432.npz,global_dem,726.9887703235521,-5487.00068078897,2.4035982811848355,-0.000526562429196506,-0.06624839581765997,-0.0019153814759370236,0.9978011846542358,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
93,1433,001433,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,92,343683351257,scans/001433.npy,poses/001433.npy,transforms/001433.npz,global_dem,727.9823200386593,-5487.002329349483,2.5291261933110287,0.0007494416149546158,-0.06551823212185635,-0.0018016549582623696,0.9978494644165039,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
94,1434,001434,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,93,346766684751,scans/001434.npy,poses/001434.npy,transforms/001434.npz,global_dem,728.982803201131,-5487.001910111143,2.656479731465474,-0.00023014680132302755,-0.06908239998649754,-0.0022633804873507636,0.9976083631131633,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
95,1435,001435,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,94,349833351578,scans/001435.npy,poses/001435.npy,transforms/001435.npz,global_dem,729.979576152187,-5487.006057597482,2.7972509194727295,0.003215127928631193,-0.06916941431482898,-0.00022990798017806434,0.9975997204380457,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
96,1436,001436,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,95,352933351740,scans/001436.npy,poses/001436.npy,transforms/001436.npz,global_dem,730.9874140976665,-5487.006221772293,2.9389624898328144,0.005031449346883515,-0.06849892413326153,0.0015677084960400893,0.9976372708555585,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
97,1437,001437,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,96,356050018569,scans/001437.npy,poses/001437.npy,transforms/001437.npz,global_dem,732.0056026480726,-5486.996956955169,3.077197440594948,-0.0011382838488249148,-0.06358801501695836,0.0010887364534823067,0.9979749913244407,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
98,1438,001438,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,97,359166685398,scans/001438.npy,poses/001438.npy,transforms/001438.npz,global_dem,733.0200129150755,-5486.996191648911,3.2089138165398143,0.0014287298255498723,-0.062442626580840224,-5.2428170251985436e-05,0.998047531116659,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
99,1439,001439,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,98,362283352227,scans/001439.npy,poses/001439.npy,transforms/001439.npz,global_dem,734.0306662468744,-5487.013786583505,3.3286976648387405,0.01627947056006366,-0.06595889161845746,0.0016463356147516917,0.9976881742477417,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
100,1440,001440,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,99,365416685724,scans/001440.npy,poses/001440.npy,transforms/001440.npz,global_dem,735.0589826520511,-5487.033028486695,3.4446758712347734,0.03359682584022804,-0.05944573963226032,0.005873401966324937,0.9976487159729004,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
101,1441,001441,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,100,368566685888,scans/001441.npy,poses/001441.npy,transforms/001441.npz,global_dem,736.0788978372864,-5487.027562190844,3.5665682268473495,0.02947072947755908,-0.06450287308327264,0.0018988370502606355,0.9974804508790738,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
102,1442,001442,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,101,371716686053,scans/001442.npy,poses/001442.npy,transforms/001442.npz,global_dem,737.1083880916644,-5487.0178052733545,3.6881748113701507,0.0181784686242557,-0.06219721278348747,0.0010687521633732592,0.9978977441447876,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
103,1443,001443,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,102,374866686217,scans/001443.npy,poses/001443.npy,transforms/001443.npz,global_dem,738.0949123813048,-5487.026136421222,3.815048779741174,0.027212734884857634,-0.09699748496984181,0.0018724751095357593,0.9949107742941454,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
104,1444,001444,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,103,377983353046,scans/001444.npy,poses/001444.npy,transforms/001444.npz,global_dem,739.1737275039754,-5486.838713773923,3.807766748854703,-0.14334322725763715,-0.046602525898333136,-0.0020518987786703495,0.9885730693735606,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
105,1445,001445,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,104,381883353250,scans/001445.npy,poses/001445.npy,transforms/001445.npz,global_dem,739.9981571376932,-5486.791740122756,3.989367016048046,-0.12384429106377856,-0.25461305790007854,0.04857775070756304,0.9578491449356079,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
106,1446,001446,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,105,385666686780,scans/001446.npy,poses/001446.npy,transforms/001446.npz,global_dem,741.1445186261084,-5486.845197609639,4.218012122044412,0.02347713127095669,-0.06691534230549251,-0.04608943737597288,0.996417043729076,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
107,1447,001447,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,106,388766686942,scans/001447.npy,poses/001447.npy,transforms/001447.npz,global_dem,742.1386016162292,-5486.964558818956,4.350646193157196,0.013206111918570487,-0.06779180364635917,-0.0469991502282901,0.9965043651907333,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
108,1448,001448,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,107,391866687104,scans/001448.npy,poses/001448.npy,transforms/001448.npz,global_dem,743.1405136296806,-5487.008190708719,4.488191055633007,0.0019662145423516384,-0.07045114298305451,-0.003271312602091829,0.997507929275058,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
109,1449,001449,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,108,394983353933,scans/001449.npy,poses/001449.npy,transforms/001449.npz,global_dem,744.1531074920052,-5487.0021026531385,4.628409341086015,-0.0018312739931053473,-0.06748219066891077,0.0007557644026513485,0.9977185120053926,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
110,1450,001450,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,109,398116687430,scans/001450.npy,poses/001450.npy,transforms/001450.npz,global_dem,745.1735406530634,-5486.996477994563,4.768829671676122,-0.004001067138250135,-0.0658967134428974,0.0012573113565082818,0.9978176355363403,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
111,1451,001451,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,110,401250020926,scans/001451.npy,poses/001451.npy,transforms/001451.npz,global_dem,746.1976003454764,-5486.992758289745,4.890344763811218,-0.006400087527912239,-0.060270678190619605,-0.002287188963680337,0.9981589317321777,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
112,1452,001452,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,111,404400021091,scans/001452.npy,poses/001452.npy,transforms/001452.npz,global_dem,747.2259687746836,-5486.992185562053,5.005824835590655,-0.007393896330863756,-0.05421870247208603,-0.004588116174420357,0.9984911676070359,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
113,1453,001453,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,112,407516687920,scans/001453.npy,poses/001453.npy,transforms/001453.npz,global_dem,748.2423014425708,-5487.001615254331,5.107641517970155,-0.0033521598308460273,-0.05206776029709499,0.0033136425018057444,0.9986324304444969,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
114,1454,001454,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,113,410633354749,scans/001454.npy,poses/001454.npy,transforms/001454.npz,global_dem,749.269355351954,-5486.991111461663,5.2044414901549985,-0.005578744926030512,-0.04675422630910719,-0.00023442869635551021,0.9988908173421525,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
115,1455,001455,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,114,413716688243,scans/001455.npy,poses/001455.npy,transforms/001455.npz,global_dem,750.276785099018,-5486.9899568155715,5.295381821422145,-0.007786263400129503,-0.04429258692284449,-0.006014845113024836,0.9989701509475708,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
116,1456,001456,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,115,416783355070,scans/001456.npy,poses/001456.npy,transforms/001456.npz,global_dem,751.2761590048843,-5486.994346743928,5.382543619444023,-0.01248786832123154,-0.04201986521736554,0.008300801205690099,0.9990042446212377,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
117,1457,001457,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,116,419833355229,scans/001457.npy,poses/001457.npy,transforms/001457.npz,global_dem,752.2721047991436,-5486.977886005949,5.465687784508298,-0.01671011364078096,-0.044592966277170985,0.0012371914918510652,0.9988647099672346,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
118,1458,001458,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,117,422983355393,scans/001458.npy,poses/001458.npy,transforms/001458.npz,global_dem,753.2930583778167,-5486.992011504649,5.571732631057369,-0.005935152251168493,-0.050656166234883886,0.0020912177954146315,0.9986963270175131,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
119,1459,001459,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,118,426100022222,scans/001459.npy,poses/001459.npy,transforms/001459.npz,global_dem,754.293956032164,-5486.980795352085,5.677029553576795,-0.015494892240572442,-0.06305127802957593,0.0003469041192674413,0.9978899359703064,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
120,1460,001460,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,119,429233355719,scans/001460.npy,poses/001460.npy,transforms/001460.npz,global_dem,755.3048804966863,-5486.986317554074,5.806172532439118,-0.010138904834124553,-0.0705735266887894,-0.002065188583344951,0.9974529136433391,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
121,1461,001461,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,120,432366689216,scans/001461.npy,poses/001461.npy,transforms/001461.npz,global_dem,756.3124559306326,-5486.986530526136,5.950732247006305,-0.009637869765096424,-0.07658250285670615,-0.0016154237297285674,0.9970153570175171,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
122,1462,001462,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,121,435500022713,scans/001462.npy,poses/001462.npy,transforms/001462.npz,global_dem,757.3177792727969,-5486.993491899431,6.107631861136614,-0.006058747459596271,-0.08625558301900782,-0.0024840465778769006,0.9962515222020345,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
123,1463,001463,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,122,438550022872,scans/001463.npy,poses/001463.npy,transforms/001463.npz,global_dem,758.3852971053501,-5486.979231813488,6.296186644248987,-0.009901195804864324,-0.0018675087566420983,-0.002110214111797399,0.9999470114606474,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
124,1464,001464,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,123,441783356374,scans/001464.npy,poses/001464.npy,transforms/001464.npz,global_dem,759.2877583038536,-5486.961638080083,6.436045190399572,-0.024951974031410213,-0.11073080728705205,-0.013115958937249912,0.9934505820274353,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
125,1465,001465,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,124,444850023200,scans/001465.npy,poses/001465.npy,transforms/001465.npz,global_dem,760.2953268429285,-5486.979586375883,6.611382988867894,-0.011042889371136568,-0.08564767682326668,-0.004415328802098884,0.9962545030867783,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
126,1466,001466,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,125,447933356694,scans/001466.npy,poses/001466.npy,transforms/001466.npz,global_dem,761.2928064167951,-5486.979311727894,6.780552313385716,-0.017124187316856835,-0.08103860945113747,-0.0014607062853199014,0.9965627789176712,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
127,1467,001467,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,126,451016690189,scans/001467.npy,poses/001467.npy,transforms/001467.npz,global_dem,762.2910456475938,-5486.975688952953,6.9435102694380335,-0.020981270373298472,-0.07842876556880056,-0.0028187491786285887,0.9966949230722231,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
128,1468,001468,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,127,454233357023,scans/001468.npy,poses/001468.npy,transforms/001468.npz,global_dem,763.3250169192447,-5486.9748385718885,7.100739675046247,-0.02836972256549447,-0.06969872792286103,0.006676007406299116,0.9971422551936123,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
129,1469,001469,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,128,457433357190,scans/001469.npy,poses/001469.npy,transforms/001469.npz,global_dem,764.337851882555,-5486.976068454824,7.234590136799477,-0.022203323255142102,-0.08230210934838242,0.0004863547253326887,0.9963599443435669,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
130,1470,001470,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,129,460600024022,scans/001470.npy,poses/001470.npy,transforms/001470.npz,global_dem,765.3704213687837,-5486.974019806549,7.377849469035882,-0.03631346061824175,-0.06947957721270272,-0.0027902471725840205,0.9969183193466692,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
131,1471,001471,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,130,463650024181,scans/001471.npy,poses/001471.npy,transforms/001471.npz,global_dem,766.3676169936417,-5486.967756167294,7.511491135305559,-0.03474368851739383,-0.065691915607867,-0.0031095929350128397,0.997230053078904,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
132,1472,001472,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,131,466766691010,scans/001472.npy,poses/001472.npy,transforms/001472.npz,global_dem,767.3904432366945,-5486.967908683667,7.636787163612888,-0.03200924202306701,-0.05848524129320221,-0.00440520590098509,0.9977652424979309,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
133,1473,001473,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,132,469833357837,scans/001473.npy,poses/001473.npy,transforms/001473.npz,global_dem,768.3959611470574,-5486.969421394994,7.749139261484426,-0.030370011425983237,-0.0561102057503515,-0.004493586131872889,0.9979524612426758,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
134,1474,001474,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,133,472966691333,scans/001474.npy,poses/001474.npy,transforms/001474.npz,global_dem,769.415861846703,-5486.970907245969,7.860253330607617,-0.023641227582540194,-0.05311187442573068,-0.0028523363745402825,0.9983046054840088,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
135,1475,001475,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,134,476050024827,scans/001475.npy,poses/001475.npy,transforms/001475.npz,global_dem,770.4136278084356,-5486.988432978989,7.967830500413707,-0.01052920173551496,-0.06105184025269918,-0.004389807081554964,0.9980694055557251,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
136,1476,001476,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,135,479183358324,scans/001476.npy,poses/001476.npy,transforms/001476.npz,global_dem,771.4130522919561,-5486.996631373934,8.102649860393752,-0.006127175205667425,-0.07613809879604731,-0.0005598213842213242,0.9970782989493554,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
137,1477,001477,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,136,484933358624,scans/001477.npy,poses/001477.npy,transforms/001477.npz,global_dem,772.3899744714547,-5486.996823066977,8.262595788427669,-0.007107170681204673,-0.09119026052571444,-7.051355730697679e-05,0.9958081238561969,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
138,1478,001478,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,137,489783358877,scans/001478.npy,poses/001478.npy,transforms/001478.npz,global_dem,773.3041541786316,-5487.244199931513,8.443136416830013,0.0033028958783911685,-0.13053117229016123,-0.23869378059289015,0.9622764587402344,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
139,1479,001479,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,138,493333359062,scans/001479.npy,poses/001479.npy,transforms/001479.npz,global_dem,773.9438141451094,-5488.001735520818,8.54361025175362,0.10204401280525412,-0.16058794069212173,-0.41051545689666696,0.8917822561611021,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
140,1480,001480,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,139,504950026335,scans/001480.npy,poses/001480.npy,transforms/001480.npz,global_dem,774.5400012635344,-5488.778043803031,8.844769127669089,0.030863306200104655,-0.1131291339378447,-0.4150716738036215,0.902199956212996,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
141,1481,001481,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,140,510200026609,scans/001481.npy,poses/001481.npy,transforms/001481.npz,global_dem,775.4641116611941,-5489.215328278601,9.006401384250124,-0.006357213430300081,-0.06387002113451447,-0.02325118016056287,0.997667073155579,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
142,1482,001482,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,141,513366693440,scans/001482.npy,poses/001482.npy,transforms/001482.npz,global_dem,776.4586238625625,-5489.093411299963,9.126234299831316,-0.012584305191670283,-0.06601377912774271,0.07531151747907414,0.994892954826355,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
143,1483,001483,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,142,516550026940,scans/001483.npy,poses/001483.npy,transforms/001483.npz,global_dem,777.452171670821,-5488.987772104033,9.269773756299506,-0.007161542454327093,-0.0845445924405873,0.02300900582691676,0.9961282597384671,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
144,1484,001484,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,143,519650027101,scans/001484.npy,poses/001484.npy,transforms/001484.npz,global_dem,778.4405055274792,-5488.9776371501175,9.432639441857233,0.0011662124127638715,-0.08673846216262697,-0.013480240523208287,0.9961392283439636,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
145,1485,001485,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,144,522783360598,scans/001485.npy,poses/001485.npy,transforms/001485.npz,global_dem,779.4611298030486,-5489.005561106508,9.59756765317509,0.005172466864887771,-0.08132500207719956,-0.00595624292067345,0.9966564166220699,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
146,1486,001486,curated_forward_approach,apollo14_cone_crater_blocks_forward_02,145,525900027427,scans/001486.npy,poses/001486.npy,transforms/001486.npz,global_dem,780.463971005742,-5489.005970495998,9.758749299409565,0.0008406940698299149,-0.08794515621104743,-0.0002829382987578763,0.9961249232292175,645.0,-5511.0,0.0,included,os1_rev7_128ch20hz1024res_rtx
