checkpoint_signature,cluster_size,correspondence_count,evaluated_hypothesis_count,generated_hypotheses_per_s,generated_hypothesis_count,heading_error_deg,hypothesis_cap,local_feature_count,resolution,runtime_s,screened_hypothesis_count,site,status,xy_error_m
6b7c92db5ee372fb1c9ed3272d411c57306ecf8dc64316387f10d27cc0cb8acc,5,10,414,322.9295320885844,35418,3.726335659792852,100000,23,1m,109.67717870499473,414,12,solution,6.026406930272365
6b7c92db5ee372fb1c9ed3272d411c57306ecf8dc64316387f10d27cc0cb8acc,4,19,1219,455.7438659290369,100000,4.767163551655187,100000,80,1m,219.42149412400613,1219,17,solution,20.6909236962925
6b7c92db5ee372fb1c9ed3272d411c57306ecf8dc64316387f10d27cc0cb8acc,4,21,2018,376.81384487408855,100000,1.1226566794195492,100000,42,1m,265.38303026900394,2018,18,solution,4.037261161527519
6b7c92db5ee372fb1c9ed3272d411c57306ecf8dc64316387f10d27cc0cb8acc,5,13,1003,462.1428283857438,100000,2.568786011573877,100000,37,1m,216.3833210379962,1003,20,solution,6.415447118466313
6b7c92db5ee372fb1c9ed3272d411c57306ecf8dc64316387f10d27cc0cb8acc,5,17,1348,393.4973101283142,87047,0.1908455417346886,100000,33,1m,221.21371038499638,1348,22,solution,2.0384567330403596
6b7c92db5ee372fb1c9ed3272d411c57306ecf8dc64316387f10d27cc0cb8acc,4,15,964,411.13173986699394,97270,1.249062916687791,100000,33,1m,236.59083103500598,964,23,solution,6.544109562534253
6b7c92db5ee372fb1c9ed3272d411c57306ecf8dc64316387f10d27cc0cb8acc,2,14,1617,440.1837857310778,100000,0.6009788717314279,100000,44,1m,227.17783626199525,1617,30,solution,3.892229666620051
6b7c92db5ee372fb1c9ed3272d411c57306ecf8dc64316387f10d27cc0cb8acc,5,14,1386,288.29545216406933,91408,1.1852665874068293,100000,33,1m,317.06362106600136,1386,38,solution,2.973184123389184
6b7c92db5ee372fb1c9ed3272d411c57306ecf8dc64316387f10d27cc0cb8acc,4,12,1293,399.524936442753,100000,2.142311684946492,100000,39,1m,250.29726777599717,1293,43,solution,19.296836367277304
6b7c92db5ee372fb1c9ed3272d411c57306ecf8dc64316387f10d27cc0cb8acc,4,8,595,340.05919102937753,36427,1.6723899394510227,100000,25,1m,107.11958670998865,595,44,solution,13.276081574504259
6b7c92db5ee372fb1c9ed3272d411c57306ecf8dc64316387f10d27cc0cb8acc,4,8,553,379.5332509453096,67993,2.750130533490477,100000,31,1m,179.14899374599918,553,45,solution,9.323442561251554
6b7c92db5ee372fb1c9ed3272d411c57306ecf8dc64316387f10d27cc0cb8acc,5,16,466,402.49574091039614,100000,3.824334831460874,100000,63,1m,248.44983396299358,466,46,solution,26.006003099332318
6b7c92db5ee372fb1c9ed3272d411c57306ecf8dc64316387f10d27cc0cb8acc,5,14,799,447.4076519890567,100000,1.5959290153973313,100000,46,1m,223.50981159000366,799,49,solution,10.370341202024198
