estimate_source,estimated_heading_deg,estimated_x_m,estimated_y_m,estimated_z_m,fallback_reason,fitness,fitness_improvement_m,fitness_reference,fitness_reference_point_count,fitness_reference_spacing_m,heading_error_deg,overlap,preservation_reason,ransac_rejected_outlier,runtime_s,site,stage_to_dem_vertical_offset_m,status,truth_x_m,truth_y_m,truth_z_m,truth_z_stage_m,xy_error_m,z_error_m
darces,-58.71142842716391,-297.20539070275095,1279.7675948389133,-1894.8798307180405,,-0.1129502550832088,-0.10338589975227033,raw_lidar_xy_decimated,4594,0.5,1.84509544564213,1.0,RANSAC terrain fitness improvement was below threshold,False,0.05311966599765583,682,-1899.828,solution,-297.8025852709442,1280.7661027050076,-1894.8789025830588,4.949097416941154,1.1634686548986704,0.0009281349816774309
ransac,-64.89185442618539,-531.5949492519736,1749.6169328427547,-1898.8121147600468,,-0.3670291860138407,0.04155525633750501,raw_lidar_xy_decimated,8269,0.5,6.05145664936947,1.0,,False,0.5605331670012674,724,-1899.828,solution,-282.3471700070822,1241.8101706605858,-1895.4558068310187,4.372193168981287,565.6784980679821,3.356307929028162
darces,-19.075275569012874,-132.82212194387694,1596.98940633825,-1902.2588428258896,,-0.4878435017119948,-0.012803948128351672,raw_lidar_xy_decimated,4698,0.5,4.3353876732482775,1.0,RANSAC terrain fitness improvement was below threshold,False,0.3310326639984851,821,-1899.828,solution,-226.61425707540195,1167.012626340522,-1896.4871788023572,3.340821197642798,440.08748669979803,5.771664023532367
ransac,-102.84496736242225,-211.9955153698862,1130.2662427529037,-1894.5209988355637,,-0.22109259898992734,0.026492890015219817,raw_lidar_xy_decimated,13935,0.5,2.3492515786995796,1.0,,False,5.477576501001749,871,-1899.828,solution,-210.87701200501743,1128.7843554421856,-1894.6749228948702,5.153077105129903,1.8566205263569713,0.15392405930651876
darces,-47.96714835991684,-192.9617333617812,1066.299920946216,-1894.3391417264938,,-0.09387989152678493,0.006068147722937428,raw_lidar_xy_decimated,4636,0.5,0.7603860202415831,1.0,RANSAC terrain fitness improvement was below threshold,False,0.003596070000639884,941,-1899.828,solution,-192.21096355920315,1066.7065973459908,-1894.4229696930786,5.40503030692147,0.8538389722874532,0.08382796658474945
darces,-73.78964826244693,-174.04928224005883,1038.3278685405503,-1893.3737288117409,,-0.06756592983122174,-0.12059680094293744,raw_lidar_xy_decimated,8170,0.5,1.018208021333919,1.0,RANSAC terrain fitness improvement was below threshold,False,0.13980514899958507,975,-1899.828,solution,-174.12990780152217,1037.857904170406,-1893.3995321555674,6.428467844432486,0.4768301483404093,0.025803343826510172
ransac,-57.83951185394845,-168.40945182967099,1023.7130515065928,-1893.3457974791527,,-0.09652228480345414,0.038742474504049954,raw_lidar_xy_decimated,8413,0.5,0.24034641388814748,1.0,,False,0.21228955600236077,991,-1899.828,solution,-167.59472048422742,1023.0421695495714,-1893.4251669024616,6.402833097538377,1.0554002868604462,0.07936942330888996
darces,-66.4304530817098,-150.49750371277435,968.2007483468113,-1894.1464947462082,,-0.11524393860170622,-0.02779192233473722,raw_lidar_xy_decimated,6767,0.5,0.12727292852065375,1.0,RANSAC terrain fitness improvement was below threshold,False,0.19611311900007422,1053,-1899.828,solution,-148.96269927511116,964.6644236579679,-1894.1719930019128,5.656006998087141,3.8550248983365236,0.025498255704633266
darces,-75.25051700807225,-139.03748554856224,936.8187209530537,-1893.915891200304,,-0.06641873492812975,-0.055154400445173,raw_lidar_xy_decimated,8557,0.5,0.1278876769300723,1.0,RANSAC terrain fitness improvement was below threshold,False,1.0569588149992342,1084,-1899.828,solution,-137.88139935203117,935.1521560029894,-1893.9378621056023,5.89013789439761,2.0282933778407184,0.021970905298303478
darces,-93.39727286149687,-135.8457879110425,926.9183083610147,-1893.7495223283768,,-0.06810396171421548,-0.007908184778577715,raw_lidar_xy_decimated,10271,0.5,0.009805275784344758,1.0,RANSAC terrain fitness improvement was below threshold,False,0.8853683519992046,1093,-1899.828,solution,-136.07286630767078,926.2703201327631,-1893.7925984229075,6.035401577092417,0.6866246006137174,0.04307609453076111
darces,-97.82840649555925,-136.258094603218,924.4729443667908,-1893.8122826814651,,-0.07941333005158957,-0.00202848445858915,raw_lidar_xy_decimated,10042,0.5,1.1695206884667755,1.0,RANSAC terrain fitness improvement was below threshold,False,0.3995379449988832,1096,-1899.828,solution,-136.37462400740242,923.2314407269382,-1893.8752400209466,5.9527599790533126,1.2469604604023117,0.06295733948149973
darces,-84.76242794977841,-137.07562914958626,910.8735515052867,-1894.6283695697784,,-0.04266788134143867,-0.08756526880701498,raw_lidar_xy_decimated,4419,0.5,0.7398404015120832,1.0,RANSAC terrain fitness improvement was below threshold,False,0.017422632001398597,1109,-1899.828,solution,-137.0457050631918,910.1050368925481,-1894.6364704743548,5.191529525645232,0.7690969775908132,0.008100904576394896
darces,-33.06384778838534,-106.54538669713845,858.9304334762669,-1894.4734608530998,,-0.0471465740598505,-0.05871864857335677,raw_lidar_xy_decimated,5664,0.5,0.48795817408870334,1.0,RANSAC terrain fitness improvement was below threshold,False,0.057607211001595715,1170,-1899.828,solution,-104.90452885993852,859.2502407219906,-1894.481441111303,5.34655888869699,1.671732968005904,0.007980258203133417
darces,-53.862383897858145,-93.45514251759825,845.1150644535555,-1894.6219586730003,,-0.04328398073821013,-0.02639462590320653,raw_lidar_xy_decimated,5238,0.5,0.9981858988187469,1.0,RANSAC terrain fitness improvement was below threshold,False,0.00830560399845126,1188,-1899.828,solution,-93.28874465726699,845.4714325590583,-1894.6218219521838,5.206178047816109,0.3933020144143964,0.00013672081649929169
darces,-56.86061377951691,-69.90536117615551,814.2056612281273,-1894.6771247386932,,-0.0433289732142768,-0.03217665165199356,raw_lidar_xy_decimated,4964,0.5,0.85700830520463,1.0,RANSAC terrain fitness improvement was below threshold,False,0.00908309100123006,1229,-1899.828,solution,-68.99107502044467,813.6743143198627,-1894.7003131209292,5.1276868790707315,1.057472794660388,0.02318838223595776
darces,-58.8227908471573,-48.80121462716821,779.5112292347276,-1894.1450857520103,,-0.04063897650986919,-0.004319608675527116,raw_lidar_xy_decimated,7574,0.5,0.23718220482629704,1.0,RANSAC terrain fitness improvement was below threshold,False,0.06651298900032998,1269,-1899.828,solution,-48.131881828337896,778.6994615788142,-1894.1632037006584,5.664796299341507,1.0521279022899988,0.018117948648068705
darces,-66.01407121069286,-42.28721824656308,762.7749656609402,-1895.0148778557777,,-0.08018381350564321,0.0018093667109944506,raw_lidar_xy_decimated,4780,0.5,0.6254714965617154,1.0,RANSAC terrain fitness improvement was below threshold,False,0.009234000001015374,1286,-1899.828,solution,-41.456405164425405,762.810789950446,-1895.0539507509482,4.77404924905178,0.8315850871496505,0.03907289517042045
darces,-56.589761345738765,-30.425661880672774,742.8194409368971,-1895.2034851312637,,-0.053086541274572366,0.0009535162604602937,raw_lidar_xy_decimated,5948,0.5,1.5692107130454929,1.0,RANSAC terrain fitness improvement was below threshold,False,0.008507119000569219,1310,-1899.828,solution,-29.093001068090985,741.8963616980541,-1895.203730997336,4.624269002664162,1.6211292738625536,0.0002458660721913475
darces,-55.603421273029234,-27.673342636018972,740.1367607333054,-1895.1060122698545,,-0.05358338590613723,-0.0901829986454461,raw_lidar_xy_decimated,5523,0.5,1.8185479232207342,1.0,RANSAC terrain fitness improvement was below threshold,False,0.009008303997688927,1313,-1899.828,solution,-27.471846187615597,739.3270258207738,-1895.1445268924303,4.683473107569583,0.8344288149937298,0.038514622575803514
darces,-48.98218107749651,-26.818909579371617,738.8969680098737,-1895.0819907188416,,-0.06409536418351618,-0.008720165573746497,raw_lidar_xy_decimated,6148,0.5,1.3022596128915325,1.0,RANSAC terrain fitness improvement was below threshold,False,0.008371718999114819,1315,-1899.828,solution,-26.305159114617254,737.6752924656557,-1895.117915562132,4.710084437867775,1.3253039935711504,0.03592484329055878
darces,-38.23394649689742,-19.53664028437674,731.6202816681734,-1894.9846160262823,,-0.08850136366531638,-0.057081191213079946,raw_lidar_xy_decimated,4648,0.5,2.743623251507927,1.0,RANSAC terrain fitness improvement was below threshold,False,0.01710060000186786,1325,-1899.828,solution,-18.507551448834192,731.1010740050724,-1895.0328325450582,4.795167454941759,1.152649308706323,0.048216518775916484
darces,-39.05916614651023,-18.052536022313962,731.2715279836933,-1894.947536766529,,-0.09283351457104244,-0.07052558633516201,raw_lidar_xy_decimated,4940,0.5,2.505439993004586,1.0,RANSAC terrain fitness improvement was below threshold,False,0.008932881002692739,1326,-1899.828,solution,-17.733503571994447,730.4196775494465,-1895.0078081300423,4.820191869957558,0.9096322700318574,0.060271363513265896
darces,-55.86693269737627,-13.71869307856205,727.0875433975372,-1894.8055388629436,,-0.06070643050929151,-0.04445640303821754,raw_lidar_xy_decimated,6688,0.5,0.20947866240180701,1.0,RANSAC terrain fitness improvement was below threshold,False,0.03459842899974319,1332,-1899.828,solution,-13.492963859575639,726.0621337617229,-1894.7946733584586,5.033326641541305,1.049961238105973,0.010865504485082056
darces,-73.26491536268311,4.762274652851289,673.0479483429555,-1895.1195617467165,,-0.07399063356864137,-0.005325818128030332,raw_lidar_xy_decimated,4831,0.5,2.7866621161477383,1.0,RANSAC terrain fitness improvement was below threshold,False,0.008610172000771854,1388,-1899.828,solution,6.534320807127642,673.4576423169165,-1895.1197465347568,4.708253465243268,1.818789906829694,0.00018478804031474283
darces,-71.10578465180332,6.998204769791604,672.4697857289331,-1895.150699570775,,-0.07304858334520409,-0.0018123620136819563,raw_lidar_xy_decimated,5017,0.5,1.1390171223952166,1.0,RANSAC terrain fitness improvement was below threshold,False,0.016774223000538768,1390,-1899.828,solution,7.239276933732526,671.5195319914667,-1895.156489696398,4.671510303601954,0.9803560342018411,0.005790125622979758
darces,-51.722586391321606,12.824335127837749,656.3505545423949,-1895.0577919483185,,-0.06809034484233721,-0.052626940781312914,raw_lidar_xy_decimated,6587,0.5,4.199733240701448,1.0,RANSAC terrain fitness improvement was below threshold,False,0.09635508000064874,1406,-1899.828,solution,13.56660903069951,656.5875253904594,-1895.0158646775703,4.812135322429578,0.7791827319069945,0.04192727074814684
none,,,,,DARCES has no pose estimate,,,,,,,,,,,1428,,darces_unavailable,,,,,,
darces,-60.30841924296465,51.58736212295215,601.1254695212598,-1894.9802089631557,,-0.0463774443253973,-0.1515957939982,raw_lidar_xy_decimated,5034,0.5,0.6215994686668012,1.0,RANSAC terrain fitness improvement was below threshold,False,0.03200712699981523,1474,-1899.828,solution,52.786581821883715,600.310305166003,-1894.978999369254,4.849000630745776,1.45004165884527,0.0012095939016489865
darces,-58.436316490418385,56.95959837450867,593.2082931548003,-1894.5307009220123,,-0.08618932111724824,-0.06562028665125756,raw_lidar_xy_decimated,10530,0.5,0.2911290388774148,1.0,RANSAC terrain fitness improvement was below threshold,False,0.21747749200221733,1483,-1899.828,solution,57.620383380076305,592.5280787833653,-1894.5438186950812,5.284181304918766,0.9483292754574897,0.01311777306887052
ransac,-69.18802871765544,71.65899374885461,568.8905568884736,-1895.9465950913727,,-0.06015400028011035,0.023650946277937512,raw_lidar_xy_decimated,5895,0.5,1.4388967229920127,1.0,,False,0.018010707000939874,1510,-1899.828,solution,72.74440766152088,569.7893098116681,-1895.8990432747205,3.928956725279459,1.4092126094951463,0.04755181665223063
darces,121.98502223541072,56.55506850707792,593.8584801662186,-1894.6664620414376,,-0.10818673764807621,-0.08696492033717007,raw_lidar_xy_decimated,11061,0.5,0.14447374161477455,1.0,RANSAC terrain fitness improvement was below threshold,False,0.7645272039990232,1546,-1899.828,solution,56.060141587775774,595.0372339988157,-1894.6262161592788,5.201783840721094,1.2784417285556877,0.040245882158842505
darces,120.52986154973027,18.511318711205508,647.9260434324668,-1894.9217644929886,,-0.05568726424869255,-0.12088685422553122,raw_lidar_xy_decimated,6231,0.5,0.7804237723986489,1.0,RANSAC terrain fitness improvement was below threshold,False,0.03340635399945313,1611,-1899.828,solution,18.44020551145661,648.7886974463504,-1894.9609330268077,4.8670669731923555,0.8655801723976598,0.03916853381906549
none,,,,,DARCES has no pose estimate,,,,,,,,,,,1630,,darces_unavailable,,,,,,
darces,111.68488787955724,5.887393807876574,674.2114112651973,-1895.0916951820254,,-0.051867713302649936,-0.004665721164051111,raw_lidar_xy_decimated,5167,0.5,2.1198963163938913,1.0,RANSAC terrain fitness improvement was below threshold,False,0.016692062999936752,1641,-1899.828,solution,5.664325586214318,676.2528083003594,-1895.0371049366577,4.79089506334236,2.053548462219587,0.05459024536776269
darces,124.20923837356146,-14.554344788676765,727.0987334078295,-1894.814892143011,,-0.054723510437606676,-0.11555643728376502,raw_lidar_xy_decimated,5864,0.5,0.03203053562614855,1.0,RANSAC terrain fitness improvement was below threshold,False,0.02017804700153647,1696,-1899.828,solution,-14.69383060942232,727.4268798108656,-1894.8383745321753,4.989625467824755,0.3565618544019467,0.023482389164200868
darces,120.40021938517329,-115.56369706031715,868.262612838898,-1894.921525478363,,-0.09858962561279587,-0.034596005972489255,raw_lidar_xy_decimated,3966,0.5,1.6477833870004588,1.0,RANSAC terrain fitness improvement was below threshold,False,0.0168144739982381,1873,-1899.828,solution,-118.08366743367412,869.7677573222866,-1894.9561725715687,4.871827428431219,2.935253072304309,0.03464709320564907
darces,111.01474268757757,-127.83323074805648,887.9163214651312,-1894.7535760365427,,-0.07339004901272539,-0.05058219988026019,raw_lidar_xy_decimated,5569,0.5,0.5376174950439463,1.0,RANSAC terrain fitness improvement was below threshold,False,0.003890837000653846,1895,-1899.828,solution,-129.04356805560678,889.1612505681514,-1894.8127399793661,5.015260020633791,1.7363078268541265,0.05916394282348847
darces,113.64265808639401,-131.25419473546657,891.99343989264,-1894.6625180244446,,-0.0686029473537822,-0.023795267959673336,raw_lidar_xy_decimated,5838,0.5,0.07580265490310012,1.0,RANSAC terrain fitness improvement was below threshold,False,0.003715219998412067,1900,-1899.828,solution,-130.99260387561037,893.8898881912979,-1894.6861530712554,5.141846928744605,1.9144048494095376,0.023635046810795757
darces,98.39202821877294,-136.33714857762564,907.9106622890359,-1894.5944771766663,,-0.05688766620628153,-0.026065203150488346,raw_lidar_xy_decimated,5646,0.5,0.4905840503942045,1.0,RANSAC terrain fitness improvement was below threshold,False,0.05279215200062026,1916,-1899.828,solution,-136.9252826600558,909.03081814703,-1894.6246296527527,5.203370347247271,1.265168307030491,0.030152476086414026
ransac,87.39194878659569,-137.08776006142446,916.2426534268175,-1894.0532058179379,,-0.10458032710182805,0.013262757935065261,raw_lidar_xy_decimated,8047,0.5,1.6964759847332402,1.0,,False,0.14777407000292442,1925,-1899.828,solution,-136.77751688541014,918.1550246960771,-1894.1191364994163,5.7088635005837345,1.937373144170549,0.0659306814784486
darces,121.69678431986084,-156.04739419428466,1003.828085752829,-1894.0800105333328,,-0.07567416815856004,0.0007133345540140668,raw_lidar_xy_decimated,7166,0.5,0.03344026301942904,1.0,RANSAC terrain fitness improvement was below threshold,False,0.09884971999781555,2013,-1899.828,solution,-156.37749564604286,1003.7188667422963,-1894.115718635322,5.712281364677983,0.34770067689696427,0.03570810198925756
darces,119.92229813549118,-157.2582016246143,1006.248685094347,-1894.1601971387863,,-0.09354300888759831,-0.020717650139221916,raw_lidar_xy_decimated,6021,0.5,0.22306878877384406,1.0,RANSAC terrain fitness improvement was below threshold,False,0.03325994300030288,2016,-1899.828,solution,-157.91606996087484,1006.3088935405793,-1894.2001912949233,5.627808705076691,0.660617744881207,0.03999415613702695
ransac,121.97885570806154,-169.9949313270343,1024.4093321369132,-1893.3349913060665,,-0.12856858767221502,0.07973263700140679,raw_lidar_xy_decimated,8594,0.5,1.8696046983649524,1.0,,False,0.29033621300186496,2039,-1899.828,solution,-169.67986465904033,1026.5955141987897,-1893.4068563601793,6.421143639820608,2.2087686644262483,0.07186505411277722
darces,109.53461024492674,-171.87517947276342,1030.9518428844772,-1893.2921950817108,,-0.08665186989328559,-0.012299383655398483,raw_lidar_xy_decimated,9567,0.5,1.0697839773202702,1.0,RANSAC terrain fitness improvement was below threshold,False,1.7696264149999479,2045,-1899.828,solution,-172.57985875494103,1031.9695375288288,-1893.2894247264512,6.538575273548754,1.2378510733817618,0.002770355259599455
darces,110.6568379394234,-176.70857428087447,1043.7813126414605,-1893.7518951892853,,-0.10354819751844248,-0.06542039766361342,raw_lidar_xy_decimated,6620,0.5,0.029040580983632935,1.0,RANSAC terrain fitness improvement was below threshold,False,0.13229257100101677,2059,-1899.828,solution,-176.5901131667398,1045.597039820983,-1893.6789511104794,6.149048889520679,1.8195873779563967,0.0729440788059037
darces,121.46572926719413,-178.04094504935327,1046.8545304189429,-1893.8365331888199,,-0.0679537049305945,-0.12528087767314602,raw_lidar_xy_decimated,5206,0.5,0.4703754776853941,1.0,RANSAC terrain fitness improvement was below threshold,False,0.03453971699855174,2063,-1899.828,solution,-178.4524485053389,1049.1965880915225,-1893.8531454510207,5.974854548979167,2.3779338165678685,0.016612262200851546
darces,134.87182173617646,-186.59392005279352,1061.013901783323,-1894.1924799084663,,-0.10518309349260373,-0.12222405316198752,raw_lidar_xy_decimated,5231,0.5,2.695173459724316,1.0,RANSAC terrain fitness improvement was below threshold,False,0.009160196997981984,2079,-1899.828,solution,-188.3543654842532,1062.0010310830294,-1894.2563437102215,5.57165628977846,2.018314240024583,0.06386380175513295
darces,139.7636416907262,-209.71557633000887,1082.3856773470252,-1894.229216337204,,-0.09195122812760036,-0.045792115970076,raw_lidar_xy_decimated,5094,0.5,0.7880756178872161,1.0,RANSAC terrain fitness improvement was below threshold,False,0.035432501001196215,2108,-1899.828,solution,-209.65490334788228,1082.3297046090847,-1894.2836874883144,5.544312511685524,0.08254791428428387,0.05447115111041967
darces,136.81052483723897,-209.90175832078424,1082.0475126587974,-1894.2833805084229,,-0.04295421961339074,-0.1290076216110133,raw_lidar_xy_decimated,5082,0.5,0.18264448335764882,1.0,RANSAC terrain fitness improvement was below threshold,False,0.05672708100246382,2109,-1899.828,solution,-210.4103355016465,1082.9996874912088,-1894.2864951064382,5.541504893561789,1.0794849051151598,0.003114598015372394
darces,78.9467898473354,-211.62631285132514,1136.5331560573313,-1894.8225374221802,,-0.22763867835704638,-0.12569251335373638,raw_lidar_xy_decimated,15684,0.5,1.6930834084823516,1.0,RANSAC terrain fitness improvement was below threshold,False,3.494365629998356,2161,-1899.828,solution,-209.78668020636655,1135.0543750136535,-1894.8759727067365,4.952027293263419,2.3603054131908863,0.0534352845563717
darces,149.89318917799048,-238.11968497537862,1171.4686154307985,-1895.7435219287872,,-0.09506250026952379,-0.05255117121520872,raw_lidar_xy_decimated,10226,0.5,0.5420620084924508,1.0,RANSAC terrain fitness improvement was below threshold,False,1.2236637780006276,2218,-1899.828,solution,-238.98437446586553,1172.4791175816154,-1895.7696495143248,4.05835048567509,1.3299633497822148,0.026127585537551568
ransac,139.36000719674297,-242.90493626634054,1179.381719077209,-1895.8721158504486,,-0.25645930143756435,0.07526728249236447,raw_lidar_xy_decimated,7977,0.5,1.0124949381016108,1.0,,False,0.5179155670011824,2224,-1899.828,solution,-244.1801448464023,1175.6295690488273,-1895.9092979565462,3.9187020434538615,3.962926539585117,0.037182106097588985
darces,132.38699293801216,-251.55980639941822,1187.0756935028196,-1895.8315093517303,,-0.26054038544465485,0.0022641196255925866,raw_lidar_xy_decimated,7461,0.5,4.12739387283537,1.0,RANSAC terrain fitness improvement was below threshold,False,0.5245001839975885,2237,-1899.828,solution,-253.39370720778265,1185.0531526914478,-1895.8255577350658,4.002442264934189,2.73017646107061,0.005951616664560788
darces,129.43577042630235,-260.9982116157746,1193.4618486575193,-1895.6757346391678,,-0.10845890452963834,-0.008523620978042906,raw_lidar_xy_decimated,9371,0.5,0.8645703789206323,1.0,RANSAC terrain fitness improvement was below threshold,False,0.9094850530018448,2249,-1899.828,solution,-261.3119509588821,1194.2935088432675,-1895.5714073568683,4.2565926431317305,0.8888706542418111,0.10432728229943677
