checkpoint_signature,cluster_size,correspondence_count,evaluated_hypothesis_count,generated_hypotheses_per_s,generated_hypothesis_count,heading_error_deg,hypothesis_cap,local_feature_count,resolution,runtime_s,screened_hypothesis_count,site,status,xy_error_m
cc953374af06f3b994c8646963bcee5fd4f4a33e8a949b8a26014072c6b0c3c2,5,7,2414,824.5458626992122,100000,0.682801318980296,100000,17,5m,121.27888153200183,2414,131,solution,4.027085579744919
cc953374af06f3b994c8646963bcee5fd4f4a33e8a949b8a26014072c6b0c3c2,7,5,2120,514.218433846786,91997,0.6817341076397838,100000,10,5m,178.9064606489992,2120,189,solution,4.689508713123924
cc953374af06f3b994c8646963bcee5fd4f4a33e8a949b8a26014072c6b0c3c2,8,10,2054,814.2508248814568,100000,0.028207211391020337,100000,18,5m,122.81227963700076,2054,202,solution,0.3851049906166593
cc953374af06f3b994c8646963bcee5fd4f4a33e8a949b8a26014072c6b0c3c2,8,11,2021,517.6992210093732,100000,1.629113431217121,100000,20,5m,193.16235362500083,2021,229,solution,2.860083104536467
cc953374af06f3b994c8646963bcee5fd4f4a33e8a949b8a26014072c6b0c3c2,7,5,793,833.5783400884598,41317,1.278594943968244,100000,6,5m,49.565827245001856,793,252,solution,2.0730097284347107
cc953374af06f3b994c8646963bcee5fd4f4a33e8a949b8a26014072c6b0c3c2,3,7,1886,545.9401241555536,100000,1.2699156580303566,100000,15,5m,183.17027009999947,1886,262,solution,891.1933315454356
cc953374af06f3b994c8646963bcee5fd4f4a33e8a949b8a26014072c6b0c3c2,8,7,2269,602.0589594337214,100000,2.86402926113999,100000,10,5m,166.09668942400094,2269,273,solution,6.20195563190979
cc953374af06f3b994c8646963bcee5fd4f4a33e8a949b8a26014072c6b0c3c2,7,9,1935,580.240836897044,100000,0.42790427874621173,100000,24,5m,172.34223040000143,1935,277,solution,7.234753899790061
cc953374af06f3b994c8646963bcee5fd4f4a33e8a949b8a26014072c6b0c3c2,7,6,864,552.3144971183818,100000,2.6630909115464476,100000,12,5m,181.05626508399655,864,293,solution,13.946294400660133
cc953374af06f3b994c8646963bcee5fd4f4a33e8a949b8a26014072c6b0c3c2,3,10,1495,558.5453933061966,100000,4.176089894762924,100000,20,5m,179.03647796299992,1495,377,solution,154.4469078374924
cc953374af06f3b994c8646963bcee5fd4f4a33e8a949b8a26014072c6b0c3c2,3,4,1567,466.1799508742668,88480,3.148321087866975,100000,11,5m,189.79795213000034,1567,390,solution,0.6265046712790716
cc953374af06f3b994c8646963bcee5fd4f4a33e8a949b8a26014072c6b0c3c2,4,6,782,560.4819900888149,100000,0.3025691570038873,100000,17,5m,178.41786492399842,782,423,solution,1.684651357300705
cc953374af06f3b994c8646963bcee5fd4f4a33e8a949b8a26014072c6b0c3c2,3,4,367,457.532304038322,25453,0.7145777304778562,100000,7,5m,55.631044573998224,367,461,solution,7.118129953387272
cc953374af06f3b994c8646963bcee5fd4f4a33e8a949b8a26014072c6b0c3c2,,,,134.50841537616628,191,,100000,3,5m,1.4199855039987597,2,484,no_solution,
cc953374af06f3b994c8646963bcee5fd4f4a33e8a949b8a26014072c6b0c3c2,2,6,247,176.3098494511726,12563,4.631503273053454,100000,8,5m,71.25523638700179,247,490,solution,487.51102568531786
cc953374af06f3b994c8646963bcee5fd4f4a33e8a949b8a26014072c6b0c3c2,2,6,245,228.645507149,11555,1.663940793983386,100000,8,5m,50.53674635500283,245,538,solution,361.9562650955834
