estimated_heading_deg,estimated_x_m,estimated_y_m,estimated_z_m,heading_error_deg,initial_heading_deg,initial_source,initial_x_m,initial_y_m,moga_final_cost,moga_initial_cost,site,status,truth_x_m,truth_y_m,truth_z_m,xy_error_m,z_error_m
-0.3214743839768982,-447.60114829830394,-161.8271840935236,8.49218475818634,0.04927050673852709,-0.396778833791632,darces,-446.308273385734,-159.82811284089658,0.7935362367737081,1.8916411332354015,1,solution,-0.005049131810665131,-0.0011176990810781717,-0.49565547704696655,475.9516191313565,8.987840235233307
-1.7491110920183723,-539.0868022936639,-559.1590966678194,7.463585376739502,0.18276365654688873,2.836187702768557,darces,-546.1809127189846,-554.9716723991335,1.3532226971013208,14.53451627839819,2,solution,12.267229080200195,-0.6570590734481812,-0.8115395307540894,784.803028733501,8.275124907493591
-40.66666588316791,-491.2601588892753,-279.1606253315585,9.506296396255493,0.05153116071795186,-37.40535663140856,darces,-495.7493776646562,-283.6958672661458,2.436157215046159,12.136988883671897,3,solution,23.901281356811523,-10.196999549865723,-0.5373302102088928,581.1477794073182,10.043626606464386
-64.7252328884334,696.2525950026816,632.6755551683314,-15.571349024772644,0.06610204862579802,-63.150201109322744,darces,699.7752070101334,633.9245584036984,1.8242092084252952,6.126997283039902,4,solution,36.56502151489258,-34.223609924316406,-2.5595836639404297,938.0523391663589,13.011765360832214
-147.39622236309967,-470.04420734416595,-190.4142567723579,8.379233121871948,0.05066422592892226,-151.31385242626055,darces,-466.44482232408427,-187.76613789850475,0.23212806766159147,8.564183635446005,5,solution,19.5212345123291,-46.497894287109375,-2.1845808029174805,510.28055151174505,10.563813924789429
-149.10679027104356,-0.8685516232055717,-60.47719906492991,0.06268537044525146,0.15022597141332092,-146.97238927341718,ransac,-1.9004111301373072,-62.130815413477066,1.272850338911433,5.055886145919285,6,solution,-0.9627990126609802,-59.02731704711914,-0.45432978868484497,1.452941993332905,0.5170151591300964
,,,,,,none,,,,,7,feature_pose_unavailable,-8.252805709838867,-83.77835845947266,-1.3806068897247314,,
,,,,,,none,,,,,8,feature_pose_unavailable,-11.781176567077637,-93.33480834960938,-2.9016098976135254,,
,,,,,,none,,,,,9,feature_pose_unavailable,-18.610734939575195,-138.35015869140625,-2.200972080230713,,
,,,,,,none,,,,,10,feature_pose_unavailable,-23.69623565673828,-150.10791015625,-0.596463680267334,,
