cluster_size,consensus_count,consensus_xy_rmse_m,consensus_z_rmse_m,correspondence_count,correspondence_global_indices,correspondence_local_indices,correspondence_xy_rmse_m,correspondence_z_rmse_m,estimated_heading_deg,estimated_x_m,estimated_y_m,estimated_z_m,evaluated_hypothesis_count,fitness,fitness_reference,fitness_reference_point_count,fitness_reference_spacing_m,heading_error_deg,heading_measurement_deg,local_feature_count,overlap,runtime_s,site,status,truth_x_m,truth_y_m,truth_z_m,xy_error_m,z_error_m
,,,,,,,,,,,,,,,,,,,-0.27220387723835904,2,,,1,skipped_insufficient_features,,,,,
,,,,,,,,,,,,,,,raw_lidar_xy_decimated,11900,0.25,,-1.9318747485652559,3,,1.046474456001306,2,no_solution,,,,,
2,0,inf,inf,4,"[434, 430, 421, 359]","[3, 2, 1, 0]",4.898326124248215,0.26726102730726087,-43.54217352407363,20.49004126017445,-10.682637085189002,-0.058380126953125,26,-0.185786937097628,raw_lidar_xy_decimated,23966,0.25,2.823976480187781,-40.71819704388585,4,1.0,5.595857784002874,3,solution,23.901281356811523,-10.196999549865723,-0.5373302102088928,3.445635327863263,0.4789500832557678
,,,,,,,,,,,,,,,,,,,-64.79133493705918,1,,,4,skipped_insufficient_features,,,,,
,,,,,,,,,,,,,,,,,,,-147.34555813717074,1,,,5,skipped_insufficient_features,,,,,
,,,,,,,,,,,,,,,raw_lidar_xy_decimated,23580,0.25,,-149.25701624245687,4,,5.34174571100084,6,no_solution,,,,,
,,,,,,,,,,,,,,,,,,,-109.2759993649763,1,,,7,skipped_insufficient_features,,,,,
,,,,,,,,,,,,,,,,,,,-114.39735521942477,1,,,8,skipped_insufficient_features,,,,,
,,,,,,,,,,,,,,,,,,,-104.79089921902104,1,,,9,skipped_insufficient_features,,,,,
,,,,,,,,,,,,,,,,,,,-111.72540843703277,1,,,10,skipped_insufficient_features,,,,,
,,,,,,,,,,,,,,,,,,,-110.5384072461038,1,,,11,skipped_insufficient_features,,,,,
,,,,,,,,,,,,,,,,,,,-95.71127683719807,2,,,12,skipped_insufficient_features,,,,,
,,,,,,,,,,,,,,,,,,,-99.79358424542976,1,,,13,skipped_insufficient_features,,,,,
,,,,,,,,,,,,,,,,,,,-131.9409613661199,1,,,14,skipped_insufficient_features,,,,,
,,,,,,,,,,,,,,,raw_lidar_xy_decimated,15144,0.25,,148.4489082081921,4,,0.9282499100008863,15,no_solution,,,,,
,,,,,,,,,,,,,,,,,,,-138.39500865476546,1,,,16,skipped_insufficient_features,,,,,
,,,,,,,,,,,,,,,,,,,-143.02059009636423,2,,,17,skipped_insufficient_features,,,,,
,,,,,,,,,,,,,,,raw_lidar_xy_decimated,13160,0.25,,-139.12382904054863,4,,2.522683067996695,18,no_solution,,,,,
,,,,,,,,,,,,,,,raw_lidar_xy_decimated,13439,0.25,,-163.07943097450712,3,,0.43680428600055166,19,no_solution,,,,,
,,,,,,,,,,,,,,,raw_lidar_xy_decimated,19907,0.25,,-137.02000719215434,4,,3.531397353999637,20,no_solution,,,,,
,,,,,,,,,,,,,,,,,,,-139.50755383711078,2,,,21,skipped_insufficient_features,,,,,
,,,,,,,,,,,,,,,raw_lidar_xy_decimated,22001,0.25,,-154.6185220563164,3,,0.5802986949965998,22,no_solution,,,,,
,,,,,,,,,,,,,,,raw_lidar_xy_decimated,15248,0.25,,-158.94227573393476,4,,3.7136207229996216,23,no_solution,,,,,
,,,,,,,,,,,,,,,,,,,-138.21486385709562,1,,,24,skipped_insufficient_features,,,,,
,,,,,,,,,,,,,,,,,,,116.45158980740251,1,,,25,skipped_insufficient_features,,,,,
,,,,,,,,,,,,,,,raw_lidar_xy_decimated,13663,0.25,,94.64262420433211,5,,5.817989508999744,26,no_solution,,,,,
,,,,,,,,,,,,,,,raw_lidar_xy_decimated,14858,0.25,,165.23564396358438,3,,1.0312309420005477,27,no_solution,,,,,
,,,,,,,,,,,,,,,,,,,-146.19826293198696,0,,,28,skipped_insufficient_features,,,,,
