checkpoint_signature,cluster_size,correspondence_count,evaluated_hypothesis_count,generated_hypotheses_per_s,generated_hypothesis_count,heading_error_deg,hypothesis_cap,local_feature_count,resolution,runtime_s,screened_hypothesis_count,site,status,xy_error_m
77103dfd4e4b63f63a0b6ffcefbb1bccc28400cd235c3624a45d8cb443501570,6,6,1684,292.17964771610826,57621,0.907842627013423,100000,6,0p5m,197.21086136699887,1684,131,solution,0.6016191754310198
77103dfd4e4b63f63a0b6ffcefbb1bccc28400cd235c3624a45d8cb443501570,5,5,1193,161.23163947691452,41979,1.780222233321581,100000,7,0p5m,260.3645297919993,1193,189,solution,1.9526989890349515
77103dfd4e4b63f63a0b6ffcefbb1bccc28400cd235c3624a45d8cb443501570,3,10,2546,372.37188677013427,100000,2.591252685581253,100000,11,0p5m,268.54873730500003,2546,202,solution,1573.6316437712737
77103dfd4e4b63f63a0b6ffcefbb1bccc28400cd235c3624a45d8cb443501570,7,14,2744,355.6198481317536,100000,1.373210195036279,100000,17,0p5m,281.19915276199936,2744,229,solution,2.2978030269531113
77103dfd4e4b63f63a0b6ffcefbb1bccc28400cd235c3624a45d8cb443501570,7,7,2742,234.8894855643568,100000,2.81616530497206,100000,9,0p5m,425.73212572599914,2742,252,solution,2.379173545137835
77103dfd4e4b63f63a0b6ffcefbb1bccc28400cd235c3624a45d8cb443501570,8,7,490,88.93921406012245,18367,0.16003720646057218,100000,7,0p5m,206.51183163799942,490,262,solution,1.847489346597232
77103dfd4e4b63f63a0b6ffcefbb1bccc28400cd235c3624a45d8cb443501570,,,,123.95087525022697,3797,,100000,5,0p5m,30.63310357699993,96,273,no_solution,
77103dfd4e4b63f63a0b6ffcefbb1bccc28400cd235c3624a45d8cb443501570,,,,58.4428878234701,3666,,100000,5,0p5m,62.72790644899942,121,277,no_solution,
77103dfd4e4b63f63a0b6ffcefbb1bccc28400cd235c3624a45d8cb443501570,5,5,123,96.95362928865647,4170,0.9769379739592239,100000,5,0p5m,43.010251710999,123,293,solution,1.4186823437393057
77103dfd4e4b63f63a0b6ffcefbb1bccc28400cd235c3624a45d8cb443501570,4,10,2598,370.4695109327163,100000,0.5356129063307549,100000,12,0p5m,269.9277458710003,2598,377,solution,1.3532242929799556
