estimated_heading_deg,estimated_x_m,estimated_y_m,estimated_z_m,heading_error_deg,initial_heading_deg,initial_source,initial_x_m,initial_y_m,moga_final_cost,moga_initial_cost,site,stage_to_dem_vertical_offset_m,status,truth_x_m,truth_y_m,truth_z_m,truth_z_stage_m,xy_error_m,z_error_m
-59.45147133554247,-413.1628033568617,1512.2737179742649,-1895.5268372893333,0.0003575867103441154,-59.45961260160947,darces,-413.3468245873436,1512.3298838790797,0.009094529193969044,0.049743352519199036,423,-1899.828,solution,-412.6854979029223,1511.9957737347017,-1895.5134243622672,4.314575637732694,0.5523345876066372,0.013412927066156044
-72.30498926708127,-398.0084941631511,1478.4973205597073,-1894.1564211845398,0.024521693750818484,-71.95734724996164,darces,-398.66429489592446,1477.0091552183646,0.16968422190399385,1.262186493177832,461,-1899.828,solution,-398.29575659193654,1476.3921670924367,-1894.1868862315728,5.641113768427241,2.124662519967154,0.030465047032976145
-82.92478596414436,170.0050044757162,2093.555025213055,-1911.7699768990278,0.02812613408853948,-74.28306863454735,ransac,170.1140888270787,2092.251229327716,0.745677097268605,40.784904597528616,484,-1899.828,solution,-385.81077053518493,1457.3825240017723,-1893.5169643317445,6.311035668255537,844.7760810110501,18.25301256728335
,,,,,,none,,,,,490,-1899.828,feature_pose_unavailable,-386.0783179163933,1451.285386540734,-1893.4654506527347,6.362549347265335,,
,,,,,,none,,,,,538,-1899.828,feature_pose_unavailable,-370.62116295746205,1407.1137867742098,-1891.970455480484,7.857544519516011,,
,,,,,,none,,,,,568,-1899.828,feature_pose_unavailable,-352.17740595401386,1382.8594539623266,-1892.0655482217555,7.7624517782445075,,
,,,,,,none,,,,,580,-1899.828,feature_pose_unavailable,-347.66443556251926,1371.5200681430576,-1892.393551137202,7.4344488627980905,,
,,,,,,none,,,,,591,-1899.828,feature_pose_unavailable,-342.1036747018115,1361.7487365615832,-1892.976558937106,6.851441062894143,,
-57.924581973482326,-304.0034696035995,1289.5045733926518,-1894.187725096941,0.018349000182013978,-58.90938844864759,darces,-303.5462039988333,1289.8096553754283,0.04130758816412795,0.6951949700860693,672,-1899.828,solution,-303.2804603422394,1289.263905236986,-1894.1574670472628,5.670532952737287,0.7620128300521608,0.030258049678195675
,,,,,,none,,,,,682,-1899.828,feature_pose_unavailable,-297.8025852709442,1280.7661027050076,-1894.8789025830588,4.949097416941154,,
-70.88249104179259,-283.7939957080715,1242.8453036896758,-1895.4260779619217,0.06082003376225661,-72.31578792118589,darces,-282.94994881957683,1242.2372656141958,3.02604038579416,17.31031619868417,724,-1899.828,solution,-282.3471700070822,1241.8101706605858,-1895.4558068310187,4.372193168981287,1.7789898810719589,0.02972886909697081
,,,,,,none,,,,,821,-1899.828,feature_pose_unavailable,-226.61425707540195,1167.012626340522,-1896.4871788023572,3.340821197642798,,
,,,,,,none,,,,,871,-1899.828,feature_pose_unavailable,-210.87701200501743,1128.7843554421856,-1894.6749228948702,5.153077105129903,,
,,,,,,none,,,,,941,-1899.828,feature_pose_unavailable,-192.21096355920315,1066.7065973459908,-1894.4229696930786,5.40503030692147,,
-74.80538773685609,-177.00171669767985,1034.8538947843444,-1893.3626204133034,0.002468546924761286,-73.91307094021197,darces,-173.9020529634314,1037.6508728964588,1.6835908748694113,10.814664795089072,975,-1899.828,solution,-174.12990780152217,1037.857904170406,-1893.3995321555674,6.428467844432486,4.155882424659868,0.03691174226401017
-57.61283866805938,-167.6559532271874,1023.5916234414384,-1893.4317611455917,0.013673227999073776,-57.46426469548205,darces,-168.52814548909907,1024.127420534193,0.11600166826776769,0.7828547968931417,991,-1899.828,solution,-167.59472048422742,1023.0421695495714,-1893.4251669024616,6.402833097538377,0.5528553410234484,0.006594243130166433
-66.57004761313415,-146.4068642443941,965.919787795229,-1894.1219353750348,0.012321602903697486,-64.6549697559608,darces,-147.88162943018406,964.0514429625671,0.7500058213255965,6.317764887913842,1053,-1899.828,solution,-148.96269927511116,964.6644236579679,-1894.1719930019128,5.656006998087141,2.8474957105080954,0.05005762687801507
-75.1358631506031,-138.53908637858726,935.7796632255516,-1893.923291951418,0.013233819460941355,-75.60788670145165,darces,-138.26943306922576,937.9015262740313,0.18809428976396395,1.360623293216234,1084,-1899.828,solution,-137.88139935203117,935.1521560029894,-1893.9378621056023,5.89013789439761,0.9090200983850633,0.014570154184411876
-93.38056593626636,-135.3805727950837,926.6988346733816,-1893.7762256264687,0.00690164944619799,-92.44096175523585,darces,-134.6309064657107,926.0659706142849,0.16157694929430821,1.2876867769540195,1093,-1899.828,solution,-136.07286630767078,926.2703201327631,-1893.7925984229075,6.035401577092417,0.8141836519432355,0.016372796438872683
-96.6637358661069,-136.04586589331203,923.1121947870892,-1893.840997159481,0.004850059014446037,-97.27012618448585,darces,-136.14631489354045,924.8355560769638,0.11291726524596173,0.9310994001737288,1096,-1899.828,solution,-136.37462400740242,923.2314407269382,-1893.8752400209466,5.9527599790533126,0.3497163018087054,0.03424286146560007
,,,,,,none,,,,,1109,-1899.828,feature_pose_unavailable,-137.0457050631918,910.1050368925481,-1894.6364704743548,5.191529525645232,,
,,,,,,none,,,,,1170,-1899.828,feature_pose_unavailable,-104.90452885993852,859.2502407219906,-1894.481441111303,5.34655888869699,,
-52.8529117195892,27.313429806898068,745.0409437598837,-1895.2232990413904,0.01128627945017065,-52.58150491169334,darces,25.84051515631583,746.193409711378,0.28047196151609927,1.7333434639634377,1188,-1899.828,solution,-93.28874465726699,845.4714325590583,-1894.6218219521838,5.206178047816109,156.9431985335014,0.6014770892065826
,,,,,,none,,,,,1229,-1899.828,feature_pose_unavailable,-68.99107502044467,813.6743143198627,-1894.7003131209292,5.1276868790707315,,
-59.05759108884641,-47.214474667783364,778.6708057132444,-1894.1449185162783,0.0023819631371716807,-58.96675672166009,darces,-48.41477851389428,779.4650804255174,0.12353625764789736,0.8484455157641405,1269,-1899.828,solution,-48.131881828337896,778.6994615788142,-1894.1632037006584,5.664796299341507,0.917854594621765,0.018285184380147257
,,,,,,none,,,,,1286,-1899.828,feature_pose_unavailable,-41.456405164425405,762.810789950446,-1895.0539507509482,4.77404924905178,,
,,,,,,none,,,,,1310,-1899.828,feature_pose_unavailable,-29.093001068090985,741.8963616980541,-1895.203730997336,4.624269002664162,,
-57.39675612636684,-29.169434665020813,740.7122599143283,-1895.0939933657646,0.025213069883123,-56.13572785796095,darces,-28.51384718425894,740.2394894641144,0.07251952699486061,1.1006868397905007,1313,-1899.828,solution,-27.471846187615597,739.3270258207738,-1895.1445268924303,4.683473107569583,2.1910454428342914,0.05053352666573119
-50.27520104087899,-26.990409916468884,739.7603818172668,-1895.067708492279,0.00923964950905388,-50.35847404648235,darces,-25.926440397497103,739.3560411578007,0.1153298474431982,0.7058768418626098,1315,-1899.828,solution,-26.305159114617254,737.6752924656557,-1895.117915562132,4.710084437867775,2.194804379811562,0.05020706985305878
-40.97143299440814,-20.29576488424044,732.4049112961754,-1894.9794033914804,0.006136753997191,-39.61207148957426,darces,-20.009227258867462,732.7749846456153,0.044699332490629635,1.140309728639555,1325,-1899.828,solution,-18.507551448834192,731.1010740050724,-1895.0328325450582,4.795167454941759,2.213074551893434,0.05342915357778111
,,,,,,none,,,,,1326,-1899.828,feature_pose_unavailable,-17.733503571994447,730.4196775494465,-1895.0078081300423,4.820191869957558,,
-56.097523960968616,-618.8730872304815,1924.6158653414261,-1897.3795042932034,0.021112601190526055,-56.56347130983729,darces,-621.9324811765788,1922.2213255637644,0.24102998494974834,2.7265178287155667,1332,-1899.828,solution,-13.492963859575639,726.0621337617229,-1894.7946733584586,5.033326641541305,1342.7643654998462,2.5848309347447866
-70.4855696137527,6.50728128007017,672.8027921568957,-1895.1130257844925,0.00731636721734991,-70.0223025553297,darces,5.680724927847644,673.4539584943818,0.07559877269128784,0.6058138767215193,1388,-1899.828,solution,6.534320807127642,673.4576423169165,-1895.1197465347568,4.708253465243268,0.6554081690844624,0.006720750264321396
,,,,,,none,,,,,1390,-1899.828,feature_pose_unavailable,7.239276933732526,671.5195319914667,-1895.156489696398,4.671510303601954,,
-55.89162306605505,-1612.4766515123506,362.2033233242959,-1926.7928403615952,0.030696565968003246,-55.50106664522131,darces,-1612.7316955227045,364.92802844006656,0.2743532944573085,2.2140917397110913,1406,-1899.828,solution,13.56660903069951,656.5875253904594,-1895.0158646775703,4.812135322429578,1652.476548572961,31.77697568402482
,,,,,,none,,,,,1428,-1899.828,feature_pose_unavailable,25.20815026196567,637.6157240645402,-1895.0545609420128,4.773439057987171,,
-59.686296736530274,52.3775943990374,600.9897907223643,-1895.0123279243708,0.0005230377675925649,-59.76027492908916,darces,52.1910052875852,600.8659106131347,0.011780892536395601,0.06703976532985063,1474,-1899.828,solution,52.786581821883715,600.310305166003,-1894.978999369254,4.849000630745776,0.7930771295089368,0.03332855511666821
-58.066701600432246,58.57922550986256,594.8046203956719,-1894.596548244357,0.07848585110873268,-58.12867278078833,darces,56.81471132377851,593.4810435581741,0.5346966723662014,3.337697221561146,1483,-1899.828,solution,57.620383380076305,592.5280787833653,-1894.5438186950812,5.284181304918766,2.470226698587896,0.05272954927590945
,,,,,,none,,,,,1510,-1899.828,feature_pose_unavailable,72.74440766152088,569.7893098116681,-1895.8990432747205,3.928956725279459,,
121.8341719743283,56.830499564567916,594.2665216748971,-1894.6828733682632,0.00637651946765086,121.83653298490846,darces,56.91529262041544,593.8000026255581,0.06995429537932128,0.39061774849877934,1546,-1899.828,solution,56.060141587775774,595.0372339988157,-1894.6262161592788,5.201783840721094,1.0897012887242405,0.05665720898446125
,,,,,,none,,,,,1611,-1899.828,feature_pose_unavailable,18.44020551145661,648.7886974463504,-1894.9609330268077,4.8670669731923555,,
,,,,,,none,,,,,1630,-1899.828,feature_pose_unavailable,9.092731745750143,665.532471513149,-1895.336543399919,4.491456600080903,,
109.56196339530861,-12.539057442836231,710.1272670875804,-1895.0169320479035,0.003028167854728595,108.63349408860216,ransac,-12.518747418304475,710.2543385904504,0.28326060907453837,1.881157550281897,1641,-1899.828,solution,5.664325586214318,676.2528083003594,-1895.0371049366577,4.79089506334236,38.45571624387535,0.020172888754132146
124.1885474903233,-16.170153317596856,732.0588040087964,-1894.7609323635697,0.01133965238799872,126.14277728830989,darces,-14.780538318930608,727.829239437448,1.0745724493545534,9.707492156112961,1696,-1899.828,solution,-14.69383060942232,727.4268798108656,-1894.8383745321753,4.989625467824755,4.861507020878321,0.07744216860555753
,,,,,,none,,,,,1873,-1899.828,feature_pose_unavailable,-118.08366743367412,869.7677573222866,-1894.9561725715687,4.871827428431219,,
,,,,,,none,,,,,1895,-1899.828,feature_pose_unavailable,-129.04356805560678,889.1612505681514,-1894.8127399793661,5.015260020633791,,
,,,,,,none,,,,,1900,-1899.828,feature_pose_unavailable,-130.99260387561037,893.8898881912979,-1894.6861530712554,5.141846928744605,,
,,,,,,none,,,,,1916,-1899.828,feature_pose_unavailable,-136.9252826600558,909.03081814703,-1894.6246296527527,5.203370347247271,,
,,,,,,none,,,,,1925,-1899.828,feature_pose_unavailable,-136.77751688541014,918.1550246960771,-1894.1191364994163,5.7088635005837345,,
121.75432119060272,-155.39185606657603,1003.8745887978758,-1894.1268208026886,0.0240966077224619,124.77994027029294,darces,-155.68160998237707,1002.6067370609268,0.10232229958090312,5.512056855973794,2013,-1899.828,solution,-156.37749564604286,1003.7188667422963,-1894.115718635322,5.712281364677983,0.9978650906838423,0.011102167366516369
120.12713744025321,-157.25092154817276,1005.2232385632535,-1894.248056769371,0.018229484011817752,118.53361780061745,darces,-156.98091028186238,1004.8971207077238,0.12246983242084337,1.9560872131739244,2016,-1899.828,solution,-157.91606996087484,1006.3088935405793,-1894.2001912949233,5.627808705076691,1.273212135000455,0.04786547444768985
120.11258768119988,-168.29974835300257,1026.0278723108265,-1893.3822526931763,0.003336671503294014,119.61102157131734,darces,-169.56738775124148,1025.6501040451406,0.23582680001446052,1.711904924312976,2039,-1899.828,solution,-169.67986465904033,1026.5955141987897,-1893.4068563601793,6.421143639820608,1.4922929776561091,0.024603667003020746
110.58588445827726,-174.32912134945488,1032.2222998307775,-1893.2986266613007,0.01850976396972438,111.23304160241825,darces,-172.12381180025778,1030.9034210314135,1.8417746486989062,10.935474363507451,2045,-1899.828,solution,-172.57985875494103,1031.9695375288288,-1893.2894247264512,6.538575273548754,1.7674298871105822,0.009201934849443205
,,,,,,none,,,,,2059,-1899.828,feature_pose_unavailable,-176.5901131667398,1045.597039820983,-1893.6789511104794,6.149048889520679,,
121.00431676629738,-606.3669017562304,1769.5359883127276,-1899.2851672172546,0.008962976788638343,120.16425924563093,darces,-605.0831233837115,1768.5280768965106,0.15958227744307327,1.4508302589934639,2063,-1899.828,solution,-178.4524485053389,1049.1965880915225,-1893.8531454510207,5.974854548979167,837.8541823086251,5.432021766233902
132.15972015254235,127.17267182632293,1980.8531831241837,-1910.3106437921524,0.016928123909794,129.19496691683642,darces,127.20785130041162,1980.162472145053,0.13541547007237945,5.070511008482637,2079,-1899.828,solution,-188.3543654842532,1062.0010310830294,-1894.2563437102215,5.57165628977846,971.5176728112825,16.054300081930933
,,,,,,none,,,,,2108,-1899.828,feature_pose_unavailable,-209.65490334788228,1082.3297046090847,-1894.2836874883144,5.544312511685524,,
,,,,,,none,,,,,2109,-1899.828,feature_pose_unavailable,-210.4103355016465,1082.9996874912088,-1894.2864951064382,5.541504893561789,,
,,,,,,none,,,,,2161,-1899.828,feature_pose_unavailable,-209.78668020636655,1135.0543750136535,-1894.8759727067365,4.952027293263419,,
,,,,,,none,,,,,2218,-1899.828,feature_pose_unavailable,-238.98437446586553,1172.4791175816154,-1895.7696495143248,4.05835048567509,,
,,,,,,none,,,,,2224,-1899.828,feature_pose_unavailable,-244.1801448464023,1175.6295690488273,-1895.9092979565462,3.9187020434538615,,
136.54255991578492,-253.9896822603608,1183.000298066441,-1895.8289695382118,0.028173104937389552,138.552106317169,darces,-253.95746107889522,1184.1985842332026,0.14800691518437592,2.764254018702022,2237,-1899.828,solution,-253.39370720778265,1185.0531526914478,-1895.8255577350658,4.002442264934189,2.137615113790943,0.0034118031460366183
130.29548501852932,-259.8578823206004,1191.9276711017544,-1895.5001722574234,0.004855786693673156,129.36221295339482,darces,-259.28151198606093,1194.1434029158283,0.2914614510680096,2.656927645693485,2249,-1899.828,solution,-261.3119509588821,1194.2935088432675,-1895.5714073568683,4.2565926431317305,2.7769594566724067,0.07123509944494799
121.265049569521,-268.11341164979535,1202.2318116676724,-1895.66166305542,0.02735192084862546,121.90767730469767,darces,-268.35999827799935,1201.359148716269,0.32402559237479484,1.880349813701326,2261,-1899.828,solution,-268.9704290931196,1203.7551784808422,-1895.6953087366937,4.132691263306295,1.7478916858973588,0.033645681273810624
,,,,,,none,,,,,2265,-1899.828,feature_pose_unavailable,-271.0020759518388,1207.2641505734873,-1895.6470909677862,4.180909032213705,,
117.4352653372389,-284.99741860383307,1247.7950167654658,-1895.3382552191615,0.06972692869044769,115.5336722933262,darces,-283.54149373533926,1245.3186575069035,1.4322540503733732,9.945890465782133,2305,-1899.828,solution,-283.6537191957054,1244.9459127996781,-1895.3966027334056,4.431397266594265,3.1500669052052994,0.05834751424413298
119.70191429241345,-289.6589270275378,1254.3833125694657,-1895.1601139307022,0.022103398191674374,120.88371757982836,darces,-287.3058079461935,1250.781470830519,1.6241676281688875,10.870085190395713,2312,-1899.828,solution,-287.2062096569232,1251.0589497774226,-1895.2452355538003,4.582764446199777,4.131248052736009,0.08512162309807536
118.81835039676079,-286.9162909397674,1255.7930705322945,-1895.0300374031067,0.02809788200262638,116.40422475639424,darces,-288.0922864950609,1255.2676224063669,0.18911729971843788,3.944915740630757,2314,-1899.828,solution,-288.2097192444956,1252.839711459037,-1895.1623498139063,4.665650186093648,3.224172234087967,0.13231241079961364
118.4845510940818,-288.6806174718069,1252.8225072436862,-1895.0516798496246,0.03971087398301377,116.85760990278482,darces,-288.20985600924917,1253.9960805600015,1.8463189764256203,10.781624025398,2315,-1899.828,solution,-288.7090173735028,1253.7370503077582,-1895.1119347759984,4.71606522400161,0.9149839181419779,0.06025492637377283
,,,,,,none,,,,,2384,-1899.828,feature_pose_unavailable,-319.0727281733838,1315.8246956663638,-1894.4144250894456,5.4135749105544635,,
,,,,,,none,,,,,2428,-1899.828,feature_pose_unavailable,-338.9284120321419,1355.8628724208957,-1893.5599329529898,6.268067047010194,,
,,,,,,none,,,,,2429,-1899.828,feature_pose_unavailable,-339.3455263245622,1356.7953370050918,-1893.5064661572949,6.321533842705193,,
,,,,,,none,,,,,2452,-1899.828,feature_pose_unavailable,-350.1946481825175,1377.3853329419646,-1892.2172816133561,7.610718386643936,,
,,,,,,none,,,,,2472,-1899.828,feature_pose_unavailable,-360.5715103970646,1394.6942314831288,-1891.8796351513959,7.948364848604207,,
,,,,,,none,,,,,2505,-1899.828,feature_pose_unavailable,-380.2226954846191,1421.7974106850872,-1892.354488702779,7.473511297221079,,
,,,,,,none,,,,,2509,-1899.828,feature_pose_unavailable,-382.3346951230024,1425.2122360459568,-1892.5424769884637,7.285523011536374,,
,,,,,,none,,,,,2516,-1899.828,feature_pose_unavailable,-385.3497710441015,1431.616807466531,-1893.18713031691,6.640869683089992,,
,,,,,,none,,,,,2540,-1899.828,feature_pose_unavailable,-385.8628944997655,1455.7960982186164,-1893.493160618947,6.334839381052846,,
,,,,,,none,,,,,2542,-1899.828,feature_pose_unavailable,-385.98026518064256,1457.8286909876535,-1893.5316127698031,6.296387230196764,,
,,,,,,none,,,,,2628,-1899.828,feature_pose_unavailable,-425.88560249621645,1534.4642180684048,-1896.1491665788112,3.6788334211888034,,
,,,,,,none,,,,,2655,-1899.828,feature_pose_unavailable,-439.7459854522487,1558.07435549324,-1896.4484830155789,3.3795169844211297,,
,,,,,,none,,,,,2709,-1899.828,feature_pose_unavailable,-465.3002169869732,1606.5496658232137,-1897.4487272182982,2.3792727817017023,,
,,,,,,none,,,,,2712,-1899.828,feature_pose_unavailable,-466.83444254858233,1609.1830733592692,-1897.2731901123248,2.5548098876751215,,
,,,,,,none,,,,,2733,-1899.828,feature_pose_unavailable,-480.8593149685454,1625.1912362900575,-1898.1149870089139,1.7130129910859864,,
,,,,,,none,,,,,2754,-1899.828,feature_pose_unavailable,-492.2146623209154,1643.3237126748259,-1898.5834928918644,1.2445071081357157,,
127.95581122847149,-536.4703815812201,1700.4649743915097,-1899.6730308532715,0.023129382270617557,129.01239168933193,darces,-535.9181925581707,1700.2130564250392,0.17510731815044048,1.4149861989923913,2826,-1899.828,solution,-536.8756904640351,1701.0639301327205,-1899.6423308592102,0.18566914078971516,0.7232034778803011,0.030699994061251346
,,,,,,none,,,,,2865,-1899.828,feature_pose_unavailable,-563.6007434309704,1730.3650537131975,-1900.2287566801813,-0.40075668018120464,,
,,,,,,none,,,,,2883,-1899.828,feature_pose_unavailable,-577.5666633591868,1742.0506611052572,-1900.1574676341638,-0.32946763416391084,,
,,,,,,none,,,,,2891,-1899.828,feature_pose_unavailable,-584.3206537043836,1746.6824815333828,-1900.149288929996,-0.3212889299959666,,
