checkpoint_signature,cluster_size,correspondence_count,evaluated_hypothesis_count,generated_hypotheses_per_s,generated_hypothesis_count,heading_error_deg,hypothesis_cap,local_feature_count,resolution,runtime_s,screened_hypothesis_count,site,status,xy_error_m
c850a351ac41b575caebbace4cf4c9d336b4e0985abfd83b4cd7756fe51255f0,4,6,1929,487.6451722923779,100000,1.2003311920203146,100000,13,1m,205.067138325001,1929,1,solution,4.097560646017986
c850a351ac41b575caebbace4cf4c9d336b4e0985abfd83b4cd7756fe51255f0,3,8,1994,616.282948199736,100000,4.781917403225606,100000,12,1m,162.26312977199268,1994,2,solution,844.0706707114197
c850a351ac41b575caebbace4cf4c9d336b4e0985abfd83b4cd7756fe51255f0,4,7,1829,568.057897803825,100000,1.320164730312598,100000,13,1m,176.0383939500025,1829,3,solution,3.8612516974320896
c850a351ac41b575caebbace4cf4c9d336b4e0985abfd83b4cd7756fe51255f0,,,,156.1054768319389,435,,100000,4,1m,2.7865774399979273,13,4,no_solution,
c850a351ac41b575caebbace4cf4c9d336b4e0985abfd83b4cd7756fe51255f0,,,,0.0,0,,100000,3,1m,0.0331080199975986,0,5,no_solution,
c850a351ac41b575caebbace4cf4c9d336b4e0985abfd83b4cd7756fe51255f0,2,7,1924,586.3782760778712,100000,1.422769172839537,100000,14,1m,170.5383778349933,1924,6,solution,2.307716953879177
c850a351ac41b575caebbace4cf4c9d336b4e0985abfd83b4cd7756fe51255f0,,,,,,,100000,2,1m,,,7,skipped_insufficient_features,
c850a351ac41b575caebbace4cf4c9d336b4e0985abfd83b4cd7756fe51255f0,,,,,,,100000,1,1m,,,8,skipped_insufficient_features,
c850a351ac41b575caebbace4cf4c9d336b4e0985abfd83b4cd7756fe51255f0,,,,,,,100000,1,1m,,,9,skipped_insufficient_features,
c850a351ac41b575caebbace4cf4c9d336b4e0985abfd83b4cd7756fe51255f0,,,,,,,100000,1,1m,,,10,skipped_insufficient_features,
c850a351ac41b575caebbace4cf4c9d336b4e0985abfd83b4cd7756fe51255f0,,,,246.03979911227185,1009,,100000,4,1m,4.100962541997433,5,11,no_solution,
c850a351ac41b575caebbace4cf4c9d336b4e0985abfd83b4cd7756fe51255f0,2,5,1432,487.2836524037442,66722,4.570522717304613,100000,9,1m,136.92640758799098,1432,12,solution,212.4209770000164
c850a351ac41b575caebbace4cf4c9d336b4e0985abfd83b4cd7756fe51255f0,,,,84.3475505660424,135,,100000,3,1m,1.6005206919944612,0,13,no_solution,
c850a351ac41b575caebbace4cf4c9d336b4e0985abfd83b4cd7756fe51255f0,2,5,403,1032.5513618095545,100000,3.832304824970663,100000,13,1m,96.84748255500745,403,14,solution,563.6617849925475
c850a351ac41b575caebbace4cf4c9d336b4e0985abfd83b4cd7756fe51255f0,2,5,2205,577.1410408465283,100000,0.5315256450906531,100000,10,1m,173.26787201499974,2205,15,solution,697.0204154371605
c850a351ac41b575caebbace4cf4c9d336b4e0985abfd83b4cd7756fe51255f0,,,,103.26559091437545,1420,,100000,5,1m,13.750950219007791,34,16,no_solution,
c850a351ac41b575caebbace4cf4c9d336b4e0985abfd83b4cd7756fe51255f0,2,4,3,781.799944503334,100000,0.12116030192197513,100000,9,1m,127.90996047400404,3,17,solution,262.200752897649
c850a351ac41b575caebbace4cf4c9d336b4e0985abfd83b4cd7756fe51255f0,2,6,408,471.03271799150184,76825,1.709291090045724,100000,9,1m,163.09907372800808,408,18,solution,1432.6203524880948
c850a351ac41b575caebbace4cf4c9d336b4e0985abfd83b4cd7756fe51255f0,2,4,55,156.63959402224816,2124,2.0182284760243476,100000,5,1m,13.559789995997562,55,19,solution,969.2240007296652
c850a351ac41b575caebbace4cf4c9d336b4e0985abfd83b4cd7756fe51255f0,5,7,2424,442.7236840020572,100000,3.865124069412815,100000,13,1m,225.87452086601115,2424,20,solution,2.2884950851052985
c850a351ac41b575caebbace4cf4c9d336b4e0985abfd83b4cd7756fe51255f0,,,,,,,100000,2,1m,,,21,skipped_insufficient_features,
c850a351ac41b575caebbace4cf4c9d336b4e0985abfd83b4cd7756fe51255f0,2,4,8,103.78139340265595,358,0.15168675309737978,100000,4,1m,3.449558617998264,8,22,solution,0.2691737727989852
c850a351ac41b575caebbace4cf4c9d336b4e0985abfd83b4cd7756fe51255f0,2,5,1607,820.1179491200191,100000,2.0317149721884107,100000,8,1m,121.93368052400183,1607,23,solution,290.76012105348127
c850a351ac41b575caebbace4cf4c9d336b4e0985abfd83b4cd7756fe51255f0,,,,,,,100000,1,1m,,,24,skipped_insufficient_features,
c850a351ac41b575caebbace4cf4c9d336b4e0985abfd83b4cd7756fe51255f0,,,,500.551771786371,1793,,100000,4,1m,3.5820470549952006,2,25,no_solution,
c850a351ac41b575caebbace4cf4c9d336b4e0985abfd83b4cd7756fe51255f0,5,7,1569,343.04355646479684,63462,0.4329476615841372,100000,10,1m,184.99691600099322,1569,26,solution,1.4914161194986113
c850a351ac41b575caebbace4cf4c9d336b4e0985abfd83b4cd7756fe51255f0,4,9,2501,300.14562127109144,100000,3.2081913388112184,100000,15,1m,333.17161042199587,2501,27,solution,4.419558203119789
c850a351ac41b575caebbace4cf4c9d336b4e0985abfd83b4cd7756fe51255f0,5,8,2492,655.6161118561207,100000,3.6008223070742815,100000,12,1m,152.52828323100402,2492,28,solution,244.41095271067155
