estimate_source,estimated_heading_deg,estimated_x_m,estimated_y_m,estimated_z_m,fallback_reason,fitness,fitness_improvement_m,fitness_reference,fitness_reference_point_count,fitness_reference_spacing_m,heading_error_deg,overlap,preservation_reason,ransac_rejected_outlier,runtime_s,site,status,truth_x_m,truth_y_m,truth_z_m,xy_error_m,z_error_m
darces,0.928127314781967,-2.9155591443369566,2.8831386547785343,0.08491510152816772,,-0.15063805482251147,-0.30600772388672065,raw_lidar_xy_decimated,6940,0.5,1.2003311920203146,1.0,RANSAC terrain fitness improvement was below threshold,False,0.018917706998763606,1,solution,-0.005049131810665131,-0.0011176990810781717,-0.49565547704696655,4.097560646017986,0.5805705785751343
darces,2.850042654660341,-758.8949655976437,-343.82489942984995,13.665531635284424,,-0.36168535831213877,0.007479370278837105,raw_lidar_xy_decimated,6329,0.5,4.781917403225606,1.0,RANSAC terrain fitness improvement was below threshold,False,0.06278413599648047,2,solution,12.267229080200195,-0.6570590734481812,-0.8115395307540894,844.0706707114197,14.477071166038513
darces,-42.03836177419846,20.070381418614737,-10.6801872302199,0.007704436779022217,,-0.16992359134767862,-0.0009693332972293411,raw_lidar_xy_decimated,13086,0.5,1.320164730312598,1.0,RANSAC terrain fitness improvement was below threshold,False,0.053205418997094966,3,solution,23.901281356811523,-10.196999549865723,-0.5373302102088928,3.8612516974320896,0.545034646987915
none,,,,,DARCES has no pose estimate,,,,,,,,,,,4,darces_unavailable,,,,,
none,,,,,DARCES has no pose estimate,,,,,,,,,,,5,darces_unavailable,,,,,
darces,-150.6797854152964,-1.1364103930787195,-56.72613982060858,0.11265134811401367,,-0.11892393614201408,-0.02503659930815752,raw_lidar_xy_decimated,14748,0.5,1.422769172839537,1.0,RANSAC terrain fitness improvement was below threshold,False,0.05922625999664888,6,solution,-0.9627990126609802,-59.02731704711914,-0.45432978868484497,2.307716953879177,0.5669811367988586
none,,,,,DARCES has no pose estimate,,,,,,,,,,,7,darces_unavailable,,,,,
none,,,,,DARCES has no pose estimate,,,,,,,,,,,8,darces_unavailable,,,,,
none,,,,,DARCES has no pose estimate,,,,,,,,,,,9,darces_unavailable,,,,,
none,,,,,DARCES has no pose estimate,,,,,,,,,,,10,darces_unavailable,,,,,
none,,,,,DARCES has no pose estimate,,,,,,,,,,,11,darces_unavailable,,,,,
darces,-100.28179955450268,-223.82968355023542,-254.74542132265907,6.036197900772095,,-0.9698644317468879,-0.011511848182627626,raw_lidar_xy_decimated,11468,0.5,4.570522717304613,1.0,RANSAC terrain fitness improvement was below threshold,False,0.013279336999403313,12,solution,-27.199756622314453,-174.37538146972656,1.2406376600265503,212.4209770000164,4.795560240745544
none,,,,,DARCES has no pose estimate,,,,,,,,,,,13,darces_unavailable,,,,,
darces,-128.10865654114923,-433.85065369584845,188.58071375584797,12.48390194773674,,-1.6309178345266717,-0.021320039119796075,raw_lidar_xy_decimated,7520,0.5,3.832304824970663,1.0,RANSAC terrain fitness improvement was below threshold,False,0.012927989999298006,14,solution,-50.64036178588867,-224.77685546875,3.8478145599365234,563.6617849925475,8.636087387800217
darces,148.98043385328276,-497.1080273785436,510.91000238389455,12.139117658138275,,-0.41040664563593443,-0.009296888096639089,raw_lidar_xy_decimated,7937,0.5,0.5315256450906531,1.0,RANSAC terrain fitness improvement was below threshold,False,0.011116134002804756,15,solution,-16.422508239746094,6.153733253479004,0.1715155839920044,697.0204154371605,11.96760207414627
none,,,,,DARCES has no pose estimate,,,,,,,,,,,16,darces_unavailable,,,,,
ransac,-126.96516118555297,-347.59605337732773,-362.78598149127015,8.108587265014648,,-2.59356422364436,0.017286125002275554,raw_lidar_xy_decimated,6592,0.5,16.05542891081126,1.0,,True,0.00406268700317014,17,solution,-102.15924835205078,-266.02862548828125,3.638662815093994,263.82041467957885,4.469924449920654
