estimate_source,estimated_heading_deg,estimated_x_m,estimated_y_m,estimated_z_m,fallback_reason,fitness,fitness_improvement_m,fitness_reference,fitness_reference_point_count,fitness_reference_spacing_m,heading_error_deg,overlap,preservation_reason,ransac_rejected_outlier,runtime_s,site,status,truth_x_m,truth_y_m,truth_z_m,xy_error_m,z_error_m
darces,2.1610794882263664,296.82673985242803,704.909306021473,-3.4238667488098145,,-0.5744265044545519,0.002964881339281744,raw_lidar_xy_decimated,614,5.0,2.4332833654647175,1.0,RANSAC terrain fitness improvement was below threshold,False,0.011477879990707152,1,solution,-0.005049131810665131,-0.0011176990810781717,-0.49565547704696655,764.8580367764168,2.928211271762848
darces,-3.084812330497599,707.6332997973683,669.6923165721663,-14.51198935508728,,-0.5875377509701201,3.3306690738754696e-16,raw_lidar_xy_decimated,547,5.0,1.152937581932349,1.0,exactly three correspondences cannot be outlier-tested,False,0.0009514919947832823,2,minimal_unverified,12.267229080200195,-0.6570590734481812,-0.8115395307540894,965.8686544935076,13.700449824333191
darces,-41.7265015797872,23.530406151698205,-9.91169333065928,-0.3265777826309204,,-0.3314853733361142,-0.02461197008380045,raw_lidar_xy_decimated,935,5.0,1.0083045359013454,1.0,RANSAC terrain fitness improvement was below threshold,False,0.0024156139988917857,3,solution,23.901281356811523,-10.196999549865723,-0.5373302102088928,0.46791885673236233,0.2107524275779724
darces,-63.43494882292201,-547.485291572496,-542.9693035591749,7.182891130447388,,-0.9536902227462609,-0.03430042989237603,raw_lidar_xy_decimated,465,5.0,1.356386114137166,1.0,RANSAC terrain fitness improvement was below threshold,False,0.0023599959968123585,4,solution,36.56502151489258,-34.223609924316406,-2.5595836639404297,774.5559689328395,9.742474794387817
darces,-147.01801191498905,682.2551790861511,624.9015332888766,-15.234854221343994,,-0.6153486946520342,-0.0128315893747315,raw_lidar_xy_decimated,493,5.0,0.32754622218169516,1.0,RANSAC terrain fitness improvement was below threshold,False,0.0026000489888247102,5,solution,19.5212345123291,-46.497894287109375,-2.1845808029174805,943.3946537052982,13.050273418426514
ransac,-149.01246435349466,4.585683798384288,-64.1127999365938,0.06205463409423828,,-0.3151355786398878,0.04062899751770149,raw_lidar_xy_decimated,1102,5.0,0.24455188896220648,1.0,,False,0.005699430010281503,6,solution,-0.9627990126609802,-59.02731704711914,-0.45432978868484497,7.526473126478587,0.5163844227790833
none,,,,,DARCES has no pose estimate,,,,,,,,,,,7,darces_unavailable,,,,,
none,,,,,DARCES has no pose estimate,,,,,,,,,,,8,darces_unavailable,,,,,
none,,,,,DARCES has no pose estimate,,,,,,,,,,,9,darces_unavailable,,,,,
none,,,,,DARCES has no pose estimate,,,,,,,,,,,10,darces_unavailable,,,,,
