cluster_size,consensus_count,consensus_xy_rmse_m,consensus_z_rmse_m,correspondence_count,correspondence_global_indices,correspondence_local_indices,correspondence_xy_rmse_m,correspondence_z_rmse_m,estimated_heading_deg,estimated_x_m,estimated_y_m,estimated_z_m,evaluated_hypothesis_count,fitness,fitness_reference,fitness_reference_point_count,fitness_reference_spacing_m,heading_error_deg,heading_measurement_deg,local_feature_count,overlap,runtime_s,site,status,truth_x_m,truth_y_m,truth_z_m,xy_error_m,z_error_m
,,,,,,,,,,,,,,,raw_lidar_xy_decimated,13278,0.25,,-0.27220387723835904,4,,10.945835962993442,1,no_solution,,,,,
,,,,,,,,,,,,,,,raw_lidar_xy_decimated,11900,0.25,,-1.9318747485652559,5,,38.88228319500922,2,no_solution,,,,,
4,0,inf,inf,5,"[741, 740, 739, 604, 727]","[3, 2, 5, 0, 1]",4.781435963061025,0.2445065817043165,-43.07203560410413,21.078462617775386,-9.524559348098325,-0.03548252582550049,467,-0.1719590752586903,raw_lidar_xy_decimated,23966,0.25,2.3538385602182643,-40.71819704388585,6,1.0,68.21626041199488,3,solution,23.901281356811523,-10.196999549865723,-0.5373302102088928,2.9018065852855432,0.5018476843833923
,,,,,,,,,,,,,,,,,,,-64.79133493705918,1,,,4,skipped_insufficient_features,,,,,
,,,,,,,,,,,,,,,,,,,-147.34555813717074,2,,,5,skipped_insufficient_features,,,,,
2,0,inf,inf,5,"[739, 741, 740, 604, 727]","[4, 5, 6, 0, 7]",7.693562683993553,0.3770972603082187,-151.92763073717032,-2.5490631902504255,-57.470541068743245,0.02948176860809326,1968,-0.2328746710854451,raw_lidar_xy_decimated,23580,0.25,2.6706144947134476,-149.25701624245687,9,1.0,158.67683760500222,6,solution,-0.9627990126609802,-59.02731704711914,-0.45432978868484497,2.222562819798745,0.48381155729293823
,,,,,,,,,,,,,,,,,,,-109.2759993649763,1,,,7,skipped_insufficient_features,,,,,
,,,,,,,,,,,,,,,,,,,-114.39735521942477,1,,,8,skipped_insufficient_features,,,,,
,,,,,,,,,,,,,,,,,,,-104.79089921902104,1,,,9,skipped_insufficient_features,,,,,
,,,,,,,,,,,,,,,,,,,-111.72540843703277,1,,,10,skipped_insufficient_features,,,,,
