cluster_size,consensus_count,consensus_xy_rmse_m,consensus_z_rmse_m,correspondence_count,correspondence_global_indices,correspondence_local_indices,correspondence_xy_rmse_m,correspondence_z_rmse_m,estimated_heading_deg,estimated_x_m,estimated_y_m,estimated_z_m,evaluated_hypothesis_count,fitness,fitness_reference,fitness_reference_point_count,fitness_reference_spacing_m,heading_error_deg,heading_measurement_deg,local_feature_count,overlap,runtime_s,site,status,truth_x_m,truth_y_m,truth_z_m,xy_error_m,z_error_m
3,0,inf,inf,6,"[339, 289, 334, 310, 331, 350]","[7, 0, 6, 1, 4, 11]",10.30639724254416,0.38611609317693457,2.178680075276599,-6.53244020934175,-2.741623189545244,0.02179408073425293,2090,-0.22356912435696696,raw_lidar_xy_decimated,1403,2.5,2.450883952514971,-0.27220387723835904,13,1.0,183.42328480799915,1,solution,-0.005049131810665131,-0.0011176990810781717,-0.49565547704696655,7.07935057913483,0.5174495577812195
5,0,inf,inf,7,"[443, 507, 518, 495, 449, 515, 491]","[0, 8, 3, 5, 1, 4, 9]",11.105795697067602,0.864227787106334,-3.2171617598154767,-463.39783057974097,-127.58265779427748,9.35206413269043,1048,-0.534770504347183,raw_lidar_xy_decimated,1272,2.5,1.285287011250233,-1.9318747485652559,11,1.0,101.95926041000348,2,solution,12.267229080200195,-0.6570590734481812,-0.8115395307540894,492.30819269227726,10.163603663444519
3,0,inf,inf,5,"[339, 334, 289, 350, 310]","[6, 3, 0, 10, 1]",8.7382645319217,0.3101245262436463,-41.891143203698725,23.62341780562359,-11.1796319410134,-0.02145916223526001,2014,-0.1957105421216089,raw_lidar_xy_decimated,2301,2.5,1.1729461598128808,-40.71819704388585,14,1.0,176.66494431599858,3,solution,23.901281356811523,-10.196999549865723,-0.5373302102088928,1.0211633411023775,0.5158710479736328
4,0,inf,inf,7,"[208, 117, 240, 190, 159, 175, 107]","[5, 0, 6, 4, 2, 3, 1]",10.808632711516577,1.2922360968456286,-66.90317808183917,558.0547840667725,382.14644603681035,-11.850525140762329,294,-0.6015196650888736,raw_lidar_xy_decimated,1204,2.5,2.111843144779982,-64.79133493705918,7,1.0,26.20834469900001,4,solution,36.56502151489258,-34.223609924316406,-2.5595836639404297,667.3197104443177,9.2909414768219
,,,,,,,,,,,,,,,raw_lidar_xy_decimated,1238,2.5,,-147.34555813717074,7,,24.056976525011123,5,no_solution,,,,,
5,0,inf,inf,7,"[289, 310, 339, 331, 312, 334, 365]","[0, 1, 7, 5, 2, 9, 16]",10.06894139267476,0.47009150028866187,-149.8305282837463,-2.867990964822873,-55.85791015383166,0.12604427337646484,1663,-0.16827678924023262,raw_lidar_xy_decimated,2826,2.5,0.5735120412894332,-149.25701624245687,17,1.0,173.3094815660006,6,solution,-0.9627990126609802,-59.02731704711914,-0.45432978868484497,3.697958413746785,0.5803740620613098
,,,,,,,,,,,,,,,raw_lidar_xy_decimated,1504,2.5,,-109.2759993649763,4,,2.62623614599579,7,no_solution,,,,,
,,,,,,,,,,,,,,,,,,,-114.39735521942477,1,,,8,skipped_insufficient_features,,,,,
,,,,,,,,,,,,,,,,,,,-104.79089921902104,1,,,9,skipped_insufficient_features,,,,,
2,0,inf,inf,3,"[434, 467, 380]","[2, 3, 0]",5.978528714367807,1.2190003062632961,-112.94893728092327,-279.04374953027656,457.9005215437965,6.980513215065002,3,-1.633402962437119,raw_lidar_xy_decimated,1622,2.5,1.2235288438905059,-111.72540843703277,4,1.0,2.1578320279950276,10,solution,-23.69623565673828,-150.10791015625,-0.596463680267334,659.4517464225468,7.576976895332336
2,0,inf,inf,4,"[432, 383, 403, 385]","[5, 2, 3, 1]",13.367605960554426,0.7516118669461449,-111.76088436319351,-327.77544986119216,-203.19305308785647,7.127267360687256,16,-1.1745291056943608,raw_lidar_xy_decimated,1640,2.5,1.22247711708971,-110.5384072461038,6,1.0,6.484747031005099,11,solution,-26.17138671875,-156.74221801757812,-0.03909933567047119,305.1601071286292,7.166366696357727
5,0,inf,inf,7,"[365, 377, 331, 375, 279, 310, 339]","[9, 10, 5, 11, 0, 2, 8]",11.593399054328966,0.5374232583021396,-95.66431025947723,-23.571626042861006,-173.86341868718682,1.7954351902008057,1748,-0.17081038129645498,raw_lidar_xy_decimated,1756,2.5,0.04696657772083768,-95.71127683719807,12,1.0,149.39960281499953,12,solution,-27.199756622314453,-174.37538146972656,1.2406376600265503,3.6640738792048175,0.5547975301742554
3,0,inf,inf,4,"[331, 377, 365, 279]","[1, 6, 4, 0]",3.96198629966299,1.13309609470152,-98.57261603575826,-29.27574735848152,-200.42570380381068,3.3723573684692383,482,-0.14485775953781913,raw_lidar_xy_decimated,1496,2.5,1.220968209671497,-99.79358424542976,9,1.0,54.09223117001238,13,solution,-30.75284194946289,-198.97962951660156,2.7760562896728516,2.0671089170224604,0.5963010787963867
3,0,inf,inf,6,"[414, 554, 498, 384, 531, 445]","[3, 13, 11, 4, 7, 5]",11.275326018509846,1.1955012132161456,-128.31413149177382,-317.369712178225,181.66704134836866,10.128382682800293,368,-1.7927537698156137,raw_lidar_xy_decimated,1827,2.5,3.626829874346072,-131.9409613661199,15,1.0,127.29900770200766,14,solution,-50.64036178588867,-224.77685546875,3.8478145599365234,486.14934703298974,6.2805681228637695
4,0,inf,inf,5,"[334, 289, 350, 339, 310]","[5, 0, 9, 8, 2]",7.092878133568666,0.12645872235221634,151.56172087489716,-18.33653182015741,7.874190967704255,0.46675026416778564,551,-0.3485911141239491,raw_lidar_xy_decimated,1607,2.5,3.1128126667050537,148.4489082081921,10,1.0,61.923975590005284,15,solution,-16.422508239746094,6.153733253479004,0.1715155839920044,2.573608558582236,0.29523468017578125
2,0,inf,inf,4,"[401, 383, 385, 392]","[7, 3, 2, 6]",11.611357329577071,0.30432498517304446,-140.34571563715286,-164.72849164008423,-230.80849960973939,4.868707895278931,319,-0.426514371271641,raw_lidar_xy_decimated,719,2.5,1.950706982387402,-138.39500865476546,8,1.0,29.62651397100126,16,solution,-178.57537841796875,-323.9828796386719,6.217787742614746,94.19767177173483,1.3490798473358154
,,,,,,,,,,,,,,,raw_lidar_xy_decimated,1370,2.5,,-143.02059009636423,7,,28.42418023799837,17,no_solution,,,,,
5,0,inf,inf,6,"[416, 419, 431, 392, 395, 418]","[6, 7, 9, 4, 3, 8]",10.549518540065796,0.17673962131304832,-138.81407483429035,-127.40661375857346,-290.6432326458093,5.814154148101807,636,-0.16785138757373338,raw_lidar_xy_decimated,1327,2.5,0.3097542062582761,-139.12382904054863,11,1.0,111.26558798599581,18,solution,-131.5979461669922,-290.22393798828125,5.277122974395752,4.212253003760899,0.5370311737060547
2,0,inf,inf,4,"[431, 419, 392, 418]","[7, 4, 2, 5]",4.001274303925604,0.2604043937201019,-166.8604388369671,-160.90257291059405,-315.82019182799326,5.961707353591919,1012,-0.26907059503243413,raw_lidar_xy_decimated,791,2.5,3.7810078624599726,-163.07943097450712,11,1.0,99.42278915100906,19,solution,-162.78665161132812,-310.0521240234375,5.476531028747559,6.067978143377946,0.48517632484436035
5,0,inf,inf,9,"[431, 421, 444, 422, 441, 409, 388, 426, 419]","[7, 2, 10, 5, 8, 1, 4, 3, 11]",11.8293394771269,0.7361786433446602,-139.91924239920587,-191.72043953386847,-337.6412173463392,7.3809075355529785,1931,-0.11321291098610253,raw_lidar_xy_decimated,1477,2.5,2.8992352070515324,-137.02000719215434,13,1.0,188.95739711199712,20,solution,-194.00518798828125,-337.96356201171875,6.880199909210205,2.307375475131915,0.5007076263427734
4,0,inf,inf,5,"[409, 421, 444, 441, 426]","[0, 1, 6, 5, 4]",7.211027585820891,0.26225136830369367,-139.32506043473845,-209.3186372651199,-351.143968610201,6.030748724937439,121,-0.09691062744051449,raw_lidar_xy_decimated,1023,2.5,0.18249340237233014,-139.50755383711078,8,1.0,18.094377127010375,21,solution,-211.0142364501953,-352.2628173828125,5.4391608238220215,2.0314721687492296,0.5915879011154175
5,0,inf,inf,7,"[409, 441, 421, 426, 430, 422, 388]","[0, 6, 2, 3, 5, 4, 1]",7.139346672928339,0.5584554164772395,-154.08416499755432,-233.65727000035378,-369.80913205845195,6.4810426235198975,77,-0.08824951080291271,raw_lidar_xy_decimated,1251,2.5,0.5343570587620832,-154.6185220563164,7,1.0,10.445296892998158,22,solution,-236.06866455078125,-371.45111083984375,5.889065742492676,2.917347767471718,0.5919768810272217
5,0,inf,inf,8,"[422, 409, 441, 430, 426, 388, 421, 459]","[3, 2, 7, 6, 4, 1, 5, 11]",4.907124934079973,0.2863506904923993,-159.92701239656543,-248.7244257392058,-381.1313968526248,6.716468572616577,1587,-0.20274277471853733,raw_lidar_xy_decimated,1292,2.5,0.9847366626306666,-158.94227573393476,15,1.0,158.7120996349986,23,solution,-252.51278686523438,-377.9277648925781,6.394556045532227,4.9613443497339444,0.3219125270843506
,,,,,,,,,,,,,,,raw_lidar_xy_decimated,2324,2.5,,-138.21486385709562,3,,0.010532182990573347,24,no_solution,,,,,
,,,,,,,,,,,,,,,raw_lidar_xy_decimated,1858,2.5,,116.45158980740251,4,,1.9694650299934437,25,no_solution,,,,,
2,0,inf,inf,7,"[400, 385, 419, 377, 407, 432, 383]","[6, 1, 2, 8, 7, 9, 0]",15.64835129110943,0.8604574674752075,94.02900787383307,-196.94912550130064,-165.3030537854506,3.6448373198509216,362,-0.5129517039881794,raw_lidar_xy_decimated,1174,2.5,0.6136163304990419,94.64262420433211,10,1.0,52.987470569991274,26,solution,-312.87744140625,-352.31488037109375,5.095863342285156,220.02908378543142,1.4510260224342346
5,0,inf,inf,8,"[426, 441, 444, 422, 459, 430, 388, 409]","[2, 6, 7, 3, 10, 5, 1, 8]",8.427270973848527,0.7964657625877064,164.40564190604732,-356.79124933531773,-338.9383296485736,6.637357831001282,2260,-0.10085188823174428,raw_lidar_xy_decimated,1244,2.5,0.8300020575370581,165.23564396358438,13,1.0,189.30434014101047,27,solution,-355.8419494628906,-339.0829162597656,6.069794654846191,0.9602476430203384,0.5675631761550903
2,0,inf,inf,9,"[420, 377, 379, 392, 490, 401, 491, 416, 436]","[10, 2, 7, 8, 14, 12, 16, 1, 11]",14.31096747007711,1.0531480231080157,-147.7813339954634,-253.42976081904442,-171.83326548549417,5.146777153015137,2078,-0.5141327050928409,raw_lidar_xy_decimated,1524,2.5,1.5830710634764387,-146.19826293198696,17,1.0,142.76181464300316,28,solution,-390.8143615722656,-362.02740478515625,6.942140579223633,234.6238247664999,1.795363426208496
