checkpoint_signature,cluster_size,correspondence_count,evaluated_hypothesis_count,generated_hypotheses_per_s,generated_hypothesis_count,heading_error_deg,hypothesis_cap,local_feature_count,resolution,runtime_s,screened_hypothesis_count,site,status,xy_error_m
254db382cb940b39480730d546cc8f49f607fecc797213a6d6e11c9b4859197b,,,,,,,100000,2,0p25m,,,1,skipped_insufficient_features,
254db382cb940b39480730d546cc8f49f607fecc797213a6d6e11c9b4859197b,,,,,,,100000,2,0p25m,,,2,skipped_insufficient_features,
254db382cb940b39480730d546cc8f49f607fecc797213a6d6e11c9b4859197b,,,,0.0,0,,100000,3,0p25m,0.06360881400178187,0,3,no_solution,
254db382cb940b39480730d546cc8f49f607fecc797213a6d6e11c9b4859197b,,,,,,,100000,1,0p25m,,,4,skipped_insufficient_features,
254db382cb940b39480730d546cc8f49f607fecc797213a6d6e11c9b4859197b,,,,,,,100000,1,0p25m,,,5,skipped_insufficient_features,
254db382cb940b39480730d546cc8f49f607fecc797213a6d6e11c9b4859197b,,,,0.0,0,,100000,3,0p25m,0.06515452000894584,0,6,no_solution,
254db382cb940b39480730d546cc8f49f607fecc797213a6d6e11c9b4859197b,,,,,,,100000,1,0p25m,,,7,skipped_insufficient_features,
254db382cb940b39480730d546cc8f49f607fecc797213a6d6e11c9b4859197b,,,,,,,100000,1,0p25m,,,8,skipped_insufficient_features,
254db382cb940b39480730d546cc8f49f607fecc797213a6d6e11c9b4859197b,,,,,,,100000,1,0p25m,,,9,skipped_insufficient_features,
254db382cb940b39480730d546cc8f49f607fecc797213a6d6e11c9b4859197b,,,,,,,100000,1,0p25m,,,10,skipped_insufficient_features,
254db382cb940b39480730d546cc8f49f607fecc797213a6d6e11c9b4859197b,,,,,,,100000,1,0p25m,,,11,skipped_insufficient_features,
254db382cb940b39480730d546cc8f49f607fecc797213a6d6e11c9b4859197b,,,,,,,100000,1,0p25m,,,12,skipped_insufficient_features,
254db382cb940b39480730d546cc8f49f607fecc797213a6d6e11c9b4859197b,,,,,,,100000,1,0p25m,,,13,skipped_insufficient_features,
254db382cb940b39480730d546cc8f49f607fecc797213a6d6e11c9b4859197b,,,,,,,100000,0,0p25m,,,14,skipped_insufficient_features,
254db382cb940b39480730d546cc8f49f607fecc797213a6d6e11c9b4859197b,,,,,,,100000,2,0p25m,,,15,skipped_insufficient_features,
254db382cb940b39480730d546cc8f49f607fecc797213a6d6e11c9b4859197b,,,,,,,100000,2,0p25m,,,16,skipped_insufficient_features,
254db382cb940b39480730d546cc8f49f607fecc797213a6d6e11c9b4859197b,,,,,,,100000,1,0p25m,,,17,skipped_insufficient_features,
254db382cb940b39480730d546cc8f49f607fecc797213a6d6e11c9b4859197b,,,,52.55131132399969,171,,100000,3,0p25m,3.25396256899694,4,18,no_solution,
254db382cb940b39480730d546cc8f49f607fecc797213a6d6e11c9b4859197b,,,,,,,100000,2,0p25m,,,19,skipped_insufficient_features,
254db382cb940b39480730d546cc8f49f607fecc797213a6d6e11c9b4859197b,,,,150.88494593516887,2703,,100000,4,0p25m,17.914312016000622,76,20,no_solution,
254db382cb940b39480730d546cc8f49f607fecc797213a6d6e11c9b4859197b,,,,,,,100000,2,0p25m,,,21,skipped_insufficient_features,
254db382cb940b39480730d546cc8f49f607fecc797213a6d6e11c9b4859197b,,,,,,,100000,2,0p25m,,,22,skipped_insufficient_features,
254db382cb940b39480730d546cc8f49f607fecc797213a6d6e11c9b4859197b,,,,,,,100000,1,0p25m,,,23,skipped_insufficient_features,
254db382cb940b39480730d546cc8f49f607fecc797213a6d6e11c9b4859197b,,,,,,,100000,0,0p25m,,,24,skipped_insufficient_features,
254db382cb940b39480730d546cc8f49f607fecc797213a6d6e11c9b4859197b,,,,,,,100000,0,0p25m,,,25,skipped_insufficient_features,
254db382cb940b39480730d546cc8f49f607fecc797213a6d6e11c9b4859197b,,,,0.0,0,,100000,3,0p25m,0.06178247000207193,0,26,no_solution,
254db382cb940b39480730d546cc8f49f607fecc797213a6d6e11c9b4859197b,,,,,,,100000,2,0p25m,,,27,skipped_insufficient_features,
254db382cb940b39480730d546cc8f49f607fecc797213a6d6e11c9b4859197b,,,,,,,100000,1,0p25m,,,28,skipped_insufficient_features,
