cluster_size,consensus_count,consensus_xy_rmse_m,consensus_z_rmse_m,correspondence_count,correspondence_global_indices,correspondence_local_indices,correspondence_xy_rmse_m,correspondence_z_rmse_m,estimated_heading_deg,estimated_x_m,estimated_y_m,estimated_z_m,evaluated_hypothesis_count,fitness,fitness_reference,fitness_reference_point_count,fitness_reference_spacing_m,heading_error_deg,heading_measurement_deg,local_feature_count,overlap,runtime_s,site,status,truth_x_m,truth_y_m,truth_z_m,xy_error_m,z_error_m
4,0,inf,inf,6,"[180, 213, 215, 243, 199, 222]","[0, 3, 9, 10, 4, 8]",9.573971331546716,1.0523286055137884,2.1610794882263664,296.82673985242803,704.909306021473,-3.4238667488098145,772,-0.5744265044545519,raw_lidar_xy_decimated,614,5.0,2.4332833654647175,-0.27220387723835904,16,1.0,58.806660230999114,1,solution,-0.005049131810665131,-0.0011176990810781717,-0.49565547704696655,764.8580367764168,2.928211271762848
3,0,inf,inf,3,"[57, 70, 60]","[2, 4, 0]",6.249730417378577,0.63950849045434,-3.084812330497599,707.6332997973683,669.6923165721663,-14.51198935508728,383,-0.5875377509701201,raw_lidar_xy_decimated,547,5.0,1.152937581932349,-1.9318747485652559,12,1.0,34.280857196994475,2,solution,12.267229080200195,-0.6570590734481812,-0.8115395307540894,965.8686544935076,13.700449824333191
4,0,inf,inf,4,"[236, 217, 260, 249]","[1, 0, 12, 4]",4.848376886885985,0.22864711249470346,-41.7265015797872,23.530406151698205,-9.91169333065928,-0.3265777826309204,554,-0.3314853733361142,raw_lidar_xy_decimated,935,5.0,1.0083045359013454,-40.71819704388585,14,1.0,50.40074307200848,3,solution,23.901281356811523,-10.196999549865723,-0.5373302102088928,0.46791885673236233,0.2107524275779724
3,0,inf,inf,4,"[302, 369, 332, 326]","[2, 6, 3, 5]",11.202631761924193,1.272727262710584,-63.43494882292201,-547.485291572496,-542.9693035591749,7.182891130447388,98,-0.9536902227462609,raw_lidar_xy_decimated,465,5.0,1.356386114137166,-64.79133493705918,9,1.0,11.036942502003512,4,solution,36.56502151489258,-34.223609924316406,-2.5595836639404297,774.5559689328395,9.742474794387817
2,0,inf,inf,4,"[57, 70, 99, 60]","[2, 3, 9, 1]",12.718695553539385,0.8750585701912393,-147.01801191498905,682.2551790861511,624.9015332888766,-15.234854221343994,203,-0.6153486946520342,raw_lidar_xy_decimated,493,5.0,0.32754622218169516,-147.34555813717074,10,1.0,19.002830040000845,5,solution,19.5212345123291,-46.497894287109375,-2.1845808029174805,943.3946537052982,13.050273418426514
5,0,inf,inf,5,"[217, 260, 234, 236, 249]","[1, 22, 3, 2, 17]",6.849126761195007,0.4302606979447372,-150.1177190155725,3.000972370844778,-64.54525311110982,-0.23602092266082764,1513,-0.3557645761575893,raw_lidar_xy_decimated,1102,5.0,0.8607027731156336,-149.25701624245687,23,1.0,151.27508496900555,6,solution,-0.9627990126609802,-59.02731704711914,-0.45432978868484497,6.79404901270134,0.21830886602401733
,,,,,,,,,,,,,,,raw_lidar_xy_decimated,525,5.0,,-109.2759993649763,3,,0.32214026599831413,7,no_solution,,,,,
,,,,,,,,,,,,,,,raw_lidar_xy_decimated,392,5.0,,-114.39735521942477,3,,0.007528308997279964,8,no_solution,,,,,
,,,,,,,,,,,,,,,,,,,-104.79089921902104,1,,,9,skipped_insufficient_features,,,,,
,,,,,,,,,,,,,,,raw_lidar_xy_decimated,558,5.0,,-111.72540843703277,7,,7.158381991001079,10,no_solution,,,,,
2,0,inf,inf,2,"[330, 281]","[9, 2]",9.529274376060151,1.0896717020712041,-110.2931296157347,-349.5701075114483,480.06445633587384,7.85840106010437,271,-1.0762468298136294,raw_lidar_xy_decimated,595,5.0,0.24527763036911665,-110.5384072461038,13,1.0,31.275905058995704,11,solution,-26.17138671875,-156.74221801757812,-0.03909933567047119,714.2194852504775,7.897500395774841
2,0,inf,inf,3,"[293, 307, 296]","[3, 5, 4]",16.542643216285406,0.4123026780065308,-99.23396673281117,-409.96580016142315,-278.01536904438717,8.865030765533447,949,-0.9407930152619325,raw_lidar_xy_decimated,712,5.0,3.522689895613098,-95.71127683719807,16,1.0,76.84862979200261,12,solution,-27.199756622314453,-174.37538146972656,1.2406376600265503,396.5489769386105,7.624393105506897
,,,,,,,,,,,,,,,raw_lidar_xy_decimated,658,5.0,,-99.79358424542976,10,,16.363795106997713,13,no_solution,,,,,
3,0,inf,inf,5,"[288, 377, 290, 342, 343]","[7, 27, 10, 23, 24]",12.341067665408266,1.1986636257738577,-136.14916686802619,-307.51661885687366,202.2156618420755,10.019397214055061,401,-1.5967777676499384,raw_lidar_xy_decimated,807,5.0,4.208205501906292,-131.9409613661199,31,1.0,104.72401542800071,14,solution,-50.64036178588867,-224.77685546875,3.8478145599365234,498.3051487655274,6.171582654118538
2,0,inf,inf,4,"[217, 249, 260, 234]","[0, 6, 10, 1]",10.544947241965623,0.34089108656036904,149.98163257239094,-19.347831891198037,9.728959507644998,0.4553295373916626,300,-0.3476310087855179,raw_lidar_xy_decimated,702,5.0,1.5327243641988275,148.4489082081921,12,1.0,25.703880290995585,15,solution,-16.422508239746094,6.153733253479004,0.1715155839920044,4.619497941792154,0.2838139533996582
,,,,,,,,,,,,,,,raw_lidar_xy_decimated,283,5.0,,-138.39500865476546,6,,2.1023929420043714,16,no_solution,,,,,
,,,,,,,,,,,,,,,raw_lidar_xy_decimated,507,5.0,,-143.02059009636423,10,,16.34166363401164,17,no_solution,,,,,
4,0,inf,inf,5,"[37, 36, 54, 35, 30]","[9, 8, 15, 7, 10]",10.138278222994426,0.44885716129932424,-143.0236542100022,913.4045200248709,203.3674604319458,-17.074795484542847,822,-0.7223618921241489,raw_lidar_xy_decimated,542,5.0,3.899825169453578,-139.12382904054863,19,0.7878228782287823,142.89962164399913,18,solution,-131.5979461669922,-290.22393798828125,5.277122974395752,1155.7087102473145,22.3519184589386
,,,,,,,,,,,,,,,raw_lidar_xy_decimated,302,5.0,,-163.07943097450712,4,,0.5397807529952843,19,no_solution,,,,,
2,0,inf,inf,5,"[295, 310, 289, 287, 300]","[2, 8, 4, 3, 7]",11.075043301356015,0.5314830873973143,-138.4473868518652,-182.02043827964414,-340.4152373355576,7.009496450424194,1318,-0.40614393353066114,raw_lidar_xy_decimated,592,5.0,1.4273796597108515,-137.02000719215434,18,1.0,127.19743072299752,20,solution,-194.00518798828125,-337.96356201171875,6.880199909210205,12.232944758814112,0.12929654121398926
4,0,inf,inf,4,"[335, 373, 354, 343]","[0, 4, 3, 6]",7.454442474201025,0.8757028977890889,-143.15482011772744,-330.66508865868747,245.31564533199756,8.761202335357666,101,-0.9825214533113065,raw_lidar_xy_decimated,364,5.0,3.6472662806166625,-139.50755383711078,11,1.0,13.471670956001617,21,solution,-211.0142364501953,-352.2628173828125,5.4391608238220215,609.4393698595571,3.3220415115356445
3,0,inf,inf,5,"[328, 295, 289, 287, 300]","[10, 0, 1, 2, 3]",7.059526535400017,0.44329381217283126,-159.3915021436999,-231.7612234117101,-376.9880552473066,5.982954502105713,153,-0.47125969515139576,raw_lidar_xy_decimated,458,5.0,4.772980087383502,-154.6185220563164,11,1.0,16.407017960998928,22,solution,-236.06866455078125,-371.45111083984375,5.889065742492676,7.015112439433645,0.09388875961303711
2,0,inf,inf,5,"[328, 289, 295, 287, 300]","[13, 3, 4, 5, 8]",11.110973380519729,0.36165844663798413,-156.76156541800893,-244.45448794874414,-383.78092534480464,6.562227964401245,1367,-0.6651442552058802,raw_lidar_xy_decimated,517,5.0,2.180710315925836,-158.94227573393476,16,1.0,111.39015945700521,23,solution,-252.51278686523438,-377.9277648925781,6.394556045532227,9.959702239877263,0.16767191886901855
,,,,,,,,,,,,,,,raw_lidar_xy_decimated,779,5.0,,-138.21486385709562,5,,0.22115251400100533,24,no_solution,,,,,
,,,,,,,,,,,,,,,raw_lidar_xy_decimated,618,5.0,,116.45158980740251,11,,13.003982138005085,25,no_solution,,,,,
2,0,inf,inf,6,"[131, 109, 95, 94, 100, 121]","[11, 5, 1, 3, 8, 10]",9.55264559996132,0.3836970420003121,96.82115236478437,640.9769981792032,-255.65895555804582,-13.27818849682808,446,-0.5849135870879689,raw_lidar_xy_decimated,483,5.0,2.1785281604522595,94.64262420433211,15,1.0,36.82867187001102,26,solution,-312.87744140625,-352.31488037109375,5.095863342285156,958.7390988784929,18.374051839113235
,,,,,,,,,,,,,,,raw_lidar_xy_decimated,542,5.0,,165.23564396358438,15,,55.588882135998574,27,no_solution,,,,,
3,0,inf,inf,6,"[339, 398, 372, 344, 341, 395]","[0, 12, 10, 9, 2, 11]",13.443747220073181,0.6024379181810398,-145.4858092134073,-538.3625279348689,-307.8741547601103,10.280546188354492,960,-0.6597668093207392,raw_lidar_xy_decimated,683,5.0,0.7124537185796669,-146.19826293198696,14,1.0,63.38778467998782,28,solution,-390.8143615722656,-362.02740478515625,6.942140579223633,157.17199459586178,3.3384056091308594
