checkpoint_signature,cluster_size,correspondence_count,evaluated_hypothesis_count,generated_hypotheses_per_s,generated_hypothesis_count,heading_error_deg,hypothesis_cap,local_feature_count,resolution,runtime_s,screened_hypothesis_count,site,status,xy_error_m
d378898a2738a9ac667e200ffdef519b8eb5e8b425a20b4de0e88645beaf0021,4,6,772,560.6847909825573,32972,2.4332833654647175,100000,16,10m,58.806660230999114,772,1,solution,764.8580367764168
d378898a2738a9ac667e200ffdef519b8eb5e8b425a20b4de0e88645beaf0021,3,3,383,660.485234365292,22642,1.152937581932349,100000,12,10m,34.280857196994475,383,2,solution,965.8686544935076
d378898a2738a9ac667e200ffdef519b8eb5e8b425a20b4de0e88645beaf0021,4,4,554,574.8923177303731,28975,1.0083045359013454,100000,14,10m,50.40074307200848,554,3,solution,0.46791885673236233
d378898a2738a9ac667e200ffdef519b8eb5e8b425a20b4de0e88645beaf0021,3,4,98,614.48177326002,6782,1.356386114137166,100000,9,10m,11.036942502003512,98,4,solution,774.5559689328395
d378898a2738a9ac667e200ffdef519b8eb5e8b425a20b4de0e88645beaf0021,2,4,203,662.1645288366449,12583,0.32754622218169516,100000,10,10m,19.002830040000845,203,5,solution,943.3946537052982
d378898a2738a9ac667e200ffdef519b8eb5e8b425a20b4de0e88645beaf0021,5,5,1513,661.0473893998394,100000,0.8607027731156336,100000,23,10m,151.27508496900555,1513,6,solution,6.79404901270134
d378898a2738a9ac667e200ffdef519b8eb5e8b425a20b4de0e88645beaf0021,,,,661.202657606034,213,,100000,3,10m,0.32214026599831413,0,7,no_solution,
d378898a2738a9ac667e200ffdef519b8eb5e8b425a20b4de0e88645beaf0021,,,,0.0,0,,100000,3,10m,0.007528308997279964,0,8,no_solution,
d378898a2738a9ac667e200ffdef519b8eb5e8b425a20b4de0e88645beaf0021,,,,,,,100000,1,10m,,,9,skipped_insufficient_features,
d378898a2738a9ac667e200ffdef519b8eb5e8b425a20b4de0e88645beaf0021,,,,763.3009815442771,5464,,100000,7,10m,7.158381991001079,56,10,no_solution,
d378898a2738a9ac667e200ffdef519b8eb5e8b425a20b4de0e88645beaf0021,2,2,271,558.4810405023297,17467,0.24527763036911665,100000,13,10m,31.275905058995704,271,11,solution,714.2194852504775
d378898a2738a9ac667e200ffdef519b8eb5e8b425a20b4de0e88645beaf0021,2,3,949,681.0271066855955,52336,3.522689895613098,100000,16,10m,76.84862979200261,949,12,solution,396.5489769386105
d378898a2738a9ac667e200ffdef519b8eb5e8b425a20b4de0e88645beaf0021,,,,751.9649274230991,12305,,100000,10,10m,16.363795106997713,192,13,no_solution,
d378898a2738a9ac667e200ffdef519b8eb5e8b425a20b4de0e88645beaf0021,3,5,401,954.8908107782732,100000,4.208205501906292,100000,31,10m,104.72401542800071,401,14,solution,498.3051487655274
d378898a2738a9ac667e200ffdef519b8eb5e8b425a20b4de0e88645beaf0021,2,4,300,576.4888348468907,14818,1.5327243641988275,100000,12,10m,25.703880290995585,300,15,solution,4.619497941792154
d378898a2738a9ac667e200ffdef519b8eb5e8b425a20b4de0e88645beaf0021,,,,617.8673710546061,1299,,100000,6,10m,2.1023929420043714,22,16,no_solution,
d378898a2738a9ac667e200ffdef519b8eb5e8b425a20b4de0e88645beaf0021,,,,589.8420268508346,9639,,100000,10,10m,16.34166363401164,7,17,no_solution,
d378898a2738a9ac667e200ffdef519b8eb5e8b425a20b4de0e88645beaf0021,4,5,822,685.48117114006,97955,3.899825169453578,100000,19,10m,142.89962164399913,822,18,solution,1155.7087102473145
d378898a2738a9ac667e200ffdef519b8eb5e8b425a20b4de0e88645beaf0021,,,,644.7062035260087,348,,100000,4,10m,0.5397807529952843,1,19,no_solution,
d378898a2738a9ac667e200ffdef519b8eb5e8b425a20b4de0e88645beaf0021,2,5,1318,666.7744742792657,84812,1.4273796597108515,100000,18,10m,127.19743072299752,1318,20,solution,12.232944758814112
d378898a2738a9ac667e200ffdef519b8eb5e8b425a20b4de0e88645beaf0021,4,4,101,417.5428585192743,5625,3.6472662806166625,100000,11,10m,13.471670956001617,101,21,solution,609.4393698595571
d378898a2738a9ac667e200ffdef519b8eb5e8b425a20b4de0e88645beaf0021,3,5,153,477.41765253258086,7833,4.772980087383502,100000,11,10m,16.407017960998928,153,22,solution,7.015112439433645
d378898a2738a9ac667e200ffdef519b8eb5e8b425a20b4de0e88645beaf0021,2,5,1367,823.6544453050437,91747,2.180710315925836,100000,16,10m,111.39015945700521,1367,23,solution,9.959702239877263
d378898a2738a9ac667e200ffdef519b8eb5e8b425a20b4de0e88645beaf0021,,,,90.43532735924079,20,,100000,5,10m,0.22115251400100533,0,24,no_solution,
d378898a2738a9ac667e200ffdef519b8eb5e8b425a20b4de0e88645beaf0021,,,,401.3386011002808,5219,,100000,11,10m,13.003982138005085,18,25,no_solution,
d378898a2738a9ac667e200ffdef519b8eb5e8b425a20b4de0e88645beaf0021,2,6,446,492.6867866439456,18145,2.1785281604522595,100000,15,10m,36.82867187001102,446,26,solution,958.7390988784929
d378898a2738a9ac667e200ffdef519b8eb5e8b425a20b4de0e88645beaf0021,,,,557.8453605908791,31010,,100000,15,10m,55.588882135998574,620,27,no_solution,
d378898a2738a9ac667e200ffdef519b8eb5e8b425a20b4de0e88645beaf0021,3,6,960,821.0414713614504,52044,0.7124537185796669,100000,14,10m,63.38778467998782,960,28,solution,157.17199459586178
