cluster_size,consensus_count,consensus_xy_rmse_m,consensus_z_rmse_m,correspondence_count,correspondence_global_indices,correspondence_local_indices,correspondence_xy_rmse_m,correspondence_z_rmse_m,estimated_heading_deg,estimated_x_m,estimated_y_m,estimated_z_m,evaluated_hypothesis_count,feature_count_npz,fitness,fitness_reference,fitness_reference_point_count,fitness_reference_spacing_m,heading_error_deg,heading_measurement_deg,local_feature_count,log10_hypotheses,median_abs_elevation_angle_deg,median_feature_range_m,median_sigma_z_m,moga_delta_error_m,moga_xy_error_m,overlap,profile,ransac_delta_error_m,ransac_xy_error_m,runtime_s,selected_fraction,site,stage_to_dem_vertical_offset_m,status,terrain_mae_m,truth_x_m,truth_y_m,truth_z_m,truth_z_stage_m,xy_error_m,z_error_m
2,0,inf,inf,5,"[51, 54, 56, 49, 50]","[3, 5, 6, 2, 4]",2.776619460114354,0.11386171326408717,46.817119803457096,653.0063178178216,-5507.22430815907,-1006.9399791657925,3,7,-0.5806332213073605,raw_lidar_xy_decimated,20475,0.25,1.4024249833655915,45.4146948200915,7,0.47712125471966244,1.412621194806551,72.66446862119065,0.5149783991569309,0.3167606312526874,2.554121225956444,1.0,0p5m,0.44213854510785033,2.679499139811607,0.45026465599949006,0.7142857142857143,13,-1006.809,solution,0.5806332213073605,655.1983962288042,-5506.776452522913,-1006.8301503021113,-0.021150302111307917,2.2373605947037567,0.10982886368117306
4,0,inf,inf,6,"[51, 54, 49, 56, 50, 55]","[2, 4, 1, 6, 3, 5]",8.050385249357767,0.20778194542149184,46.02646076991788,653.5580599148784,-5507.11300670318,-1006.8090804815292,6,7,-0.4302695604951843,raw_lidar_xy_decimated,19764,0.25,1.4710431467474905,44.5554176231704,7,0.7781512503836436,1.2492915821200954,69.2504512620676,0.5117513094029381,2.9291682183729377,5.511508625644527,1.0,0p5m,0.0,2.5823404072715896,0.3262478750111768,0.8571428571428571,14,-1006.809,solution,0.4302695604951843,655.9157929042468,-5506.059642032294,-1006.8143394759986,-0.005339475998682508,2.5823404072715896,0.00525899446938638
4,0,inf,inf,5,"[49, 51, 52, 54, 56]","[3, 6, 5, 4, 7]",3.1363067488027605,0.6631886279962083,44.512005881227886,655.0409889314575,-5506.729378841355,-1006.8415750861168,5,8,-0.4936854082099078,raw_lidar_xy_decimated,20632,0.25,0.4423340282942263,44.95433990952211,8,0.6989700043360189,2.871172633684858,66.61059512518332,0.5595909635682285,1.2816266713660367,4.429742195082444,1.0,0p5m,0.0,3.148115523716407,0.7315861509996466,0.625,16,-1006.809,solution,0.4936854082099078,657.3782128714513,-5504.620346929557,-1006.7785443171618,0.030455682838178233,3.148115523716407,0.06303076895494542
3,0,inf,inf,4,"[56, 54, 49, 52]","[7, 6, 4, 5]",3.710918540923051,0.21659589603625576,45.07290735834447,657.7918189023601,-5506.9322696142135,-1006.9044904708862,4,8,-0.3937239133555886,raw_lidar_xy_decimated,20368,0.25,0.2727026954426037,44.80020466290187,8,0.6020599913279624,2.158092247790372,80.59226248092679,0.5343312725996007,-0.3287655150955979,3.5817796930352817,1.0,0p5m,0.0,3.9105452081308796,0.7316190109995659,0.5,18,-1006.809,solution,0.3937239133555886,658.8288281527425,-5503.1617291172215,-1006.7661490926739,0.04285090732601543,3.9105452081308796,0.13834137821231707
3,0,inf,inf,5,"[54, 52, 51, 49, 56]","[6, 5, 4, 3, 7]",3.685875504598843,0.21308000072080127,44.94973710663766,662.3115113733716,-5500.807174689188,-1006.7745860815048,3,8,-0.2258038234564835,raw_lidar_xy_decimated,19298,0.25,0.06668192658170824,45.01641903321937,8,0.47712125471966244,1.7317018192980798,73.0216767330676,0.5223548439898171,1.0907782156648518,2.3163328658727482,1.0,0p5m,0.0,1.2255546502078964,0.6002348519978113,0.625,23,-1006.809,solution,0.2258038234564835,662.4121236448009,-5499.585756918119,-1006.676345770627,0.1326542293730154,1.2255546502078964,0.09824031087782714
5,0,inf,inf,6,"[49, 52, 54, 51, 56, 50]","[3, 6, 8, 5, 9, 7]",3.5660009424183117,0.22676272478020967,20.26709170725291,662.0014653087269,-5500.131176032843,-1006.7835531830788,9,10,-0.20558051827815688,raw_lidar_xy_decimated,21705,0.25,0.9116406339700234,19.355451073282893,10,0.9542425094393249,1.5984895484529347,102.47096103218234,0.5191907670708984,1.2461704053598763,2.9241812259634763,1.0,0p5m,0.0,1.6780108206036,1.3225182829919504,0.6,24,-1006.809,solution,0.20558051827815688,663.2246219904457,-5498.9824340922705,-1006.6723675092962,0.13663249070373035,1.6780108206036,0.11118567378252919
,,,,,,,,,,,,,,7,,raw_lidar_xy_decimated,21314,0.25,,-0.16667110086677617,7,0.0,1.7541806604368162,89.85891719801658,0.5229230224121364,nan,,,0p5m,nan,nan,0.43089345599582884,0.0,30,,no_solution,nan,,,,,,
,,,,,,,,,,,,,,7,,raw_lidar_xy_decimated,21036,0.25,,43.54897219830171,7,0.0,2.265019482125532,37.3781353199969,0.5376897902759259,nan,,,0p5m,nan,nan,0.31265176499437075,0.0,33,,no_solution,nan,,,,,,
,,,,,,,,,,,,,,11,,raw_lidar_xy_decimated,22535,0.25,,-10.645208482925279,11,0.0,1.24823356934454,141.76080205755045,0.5117316355234618,nan,,,0p5m,nan,nan,1.458889783010818,0.0,36,,no_solution,nan,,,,,,
2,0,inf,inf,5,"[51, 49, 54, 52, 50]","[7, 4, 9, 8, 5]",9.946678195692355,0.29138562914644356,2.735766544161331,675.8041522429869,-5499.305985631258,-1006.9338916540146,2,10,-0.5088898855746297,raw_lidar_xy_decimated,23433,0.25,1.7463218118967347,0.9894447322646083,10,0.3010299956639812,1.166939254423296,117.78214575918633,0.510312994120487,-0.20796651019041246,2.6570329796723784,1.0,0p5m,0.0,2.864999489862791,1.0153823050059145,0.5,39,-1006.809,solution,0.5088898855746297,677.5306350166426,-5497.019617483041,-1006.9837414534746,-0.17474145347471032,2.864999489862791,0.049849799460048416
4,0,inf,inf,4,"[52, 49, 54, 51]","[6, 3, 7, 4]",1.5150236430820643,0.050998373816989746,0.38718462442706186,678.0613311919212,-5498.238248415235,-1007.1108077466488,5,8,-0.19497559249071597,raw_lidar_xy_decimated,24510,0.25,0.3080310302969451,0.07915359413011744,8,0.6989700043360189,1.1915795465116195,45.41933405800904,0.5111527817395405,-0.013117317520128902,1.936039548009486,1.0,0p5m,0.0,1.949156865529615,0.5091426069993759,0.5,41,-1006.809,solution,0.19497559249071597,679.5637249832185,-5496.996465268984,-1007.0208233930429,-0.21182339304289238,1.949156865529615,0.08998435360592794
3,0,inf,inf,4,"[52, 49, 51, 54]","[5, 2, 3, 6]",0.8581813792681207,0.05409179575031488,30.480440409484537,679.674653306923,-5498.469685980576,-1007.1922268271446,4,7,-0.679302971770573,raw_lidar_xy_decimated,24133,0.25,1.2206453520980745,29.259795057386466,7,0.6020599913279624,1.4740682390890583,29.09682113221305,0.5162893669923678,-0.053526716206723446,2.4760240919033576,1.0,0p5m,0.0,2.529550808110081,0.2715400529996259,0.5714285714285714,43,-1006.809,solution,0.679302971770573,681.5655591393408,-5496.789476938898,-1007.0817007753739,-0.2727007753739373,2.529550808110081,0.11052605177076202
4,0,inf,inf,5,"[51, 49, 52, 54, 50]","[4, 3, 6, 7, 5]",8.179492729152702,0.2897406657333713,-1.2228025523718604,686.9388234757703,-5495.319376196651,-1007.2850587666035,5,8,-0.5101570010226292,raw_lidar_xy_decimated,20757,0.25,1.018495774281945,-2.2412983266538062,8,0.6989700043360189,0.6011584699465953,78.76874533762341,0.5029211095024916,-0.3985651760940714,3.5058096922577024,1.0,0p5m,0.0,3.904374868351774,0.5892528840049636,0.625,53,-1006.809,solution,0.5101570010226292,689.9236098257888,-5492.8023951563255,-1007.2223599418907,-0.41335994189066677,3.904374868351774,0.06269882471281107
2,0,inf,inf,5,"[49, 51, 52, 54, 50]","[1, 3, 4, 5, 2]",7.2470396463178774,0.24532750133510073,-8.073036072890064,688.9658923932487,-5493.897442183414,-1007.3218230828643,3,6,-0.6253422820588842,raw_lidar_xy_decimated,20966,0.25,0.37192390076705806,-7.701112172122993,6,0.47712125471966244,0.43102173282191925,71.86177253708064,0.5015342303767377,1.8014694741877402,3.9828561550553245,1.0,0p5m,0.0,2.1813866808675844,0.257598167998367,0.8333333333333334,54,-1006.809,solution,0.6253422820588842,690.918311986105,-5492.924556997537,-1007.21635448914,-0.40735448914009476,2.1813866808675844,0.10546859372425388
4,0,inf,inf,4,"[51, 52, 49, 54]","[6, 5, 4, 3]",3.3468204798008405,0.728629586246981,47.31033985044984,694.1826658486683,-5492.644350481996,-1007.8281706869602,6,7,-0.9618967223184496,raw_lidar_xy_decimated,13535,0.25,2.727765789501291,44.58257406094856,7,0.7781512503836436,1.2740539393934827,42.890849840029986,0.5122163148729064,0.4240176922183352,4.439672531936053,1.0,0p5m,0.0,4.015654839717718,0.38964211799611803,0.5714285714285714,61,-1006.809,solution,0.9618967223184496,696.5610680189214,-5489.408815455407,-1007.1844145563737,-0.3754145563736792,4.015654839717718,0.6437561305865529
,,,,,,,,,,,,,,5,,raw_lidar_xy_decimated,14957,0.25,,-11.690018913226197,5,0.0,0.45973758760463207,38.86675957679004,0.5016070745623559,nan,,,0p5m,nan,nan,0.07680357700155582,0.0,66,,no_solution,nan,,,,,,
4,0,inf,inf,4,"[51, 54, 49, 52]","[3, 5, 2, 4]",1.316732975925266,0.07307861432002828,0.6517120361391568,702.2156539796706,-5486.9343875441555,-1006.796599239111,4,6,-0.17282001798766256,raw_lidar_xy_decimated,15353,0.25,0.32156638795530057,0.3301456481838429,6,0.6020599913279624,1.9550498518414077,45.400995308556666,0.5373378722768587,0.2918162001053155,1.7530695783780905,1.0,0p5m,0.0,1.461253378272775,0.19988823500170838,0.6666666666666666,69,-1006.809,solution,0.17282001798766256,703.6765123624073,-5486.968361373813,-1006.7683413970327,0.04065860296730439,1.461253378272775,0.028257842078232898
2,0,inf,inf,4,"[54, 51, 49, 52]","[3, 1, 0, 2]",1.9034467154956243,0.06719836711085889,-0.5656002601487696,703.5530843006939,-5489.011778902756,-1006.8038085103035,3,4,-0.20199275386208534,raw_lidar_xy_decimated,16967,0.25,0.42581867265391793,-0.1397815874948478,4,0.47712125471966244,0.7688915846706654,45.413996292998135,0.5044834823378663,0.18572077117609265,2.5438038179865097,1.0,0p5m,0.20158240931314397,2.559665456123561,0.033737231002305634,1.0,70,-1006.809,solution,0.20199275386208534,704.6893001333958,-5486.94548530378,-1006.6386236879371,0.1703763120629217,2.358083046810417,0.1651848223664274
,,,,,,,,,,,,,,4,,raw_lidar_xy_decimated,19782,0.25,,-0.3085181092122478,4,0.0,0.927545210200905,47.642947464008714,0.5065115058320788,nan,,,0p5m,nan,nan,0.02988019899930805,0.0,71,,no_solution,nan,,,,,,
2,0,inf,inf,4,"[51, 49, 52, 54]","[2, 1, 3, 4]",1.849660518658004,0.19739155479193063,1.025448183931285,705.5166874914858,-5487.430274854412,-1006.3977546691895,2,5,-0.2657276750544249,raw_lidar_xy_decimated,20252,0.25,0.8572126487539435,0.1682355351773335,5,0.3010299956639812,1.2385369133045787,52.01562265319911,0.5115520674550975,0.47448608498010403,1.7669495458565339,1.0,0p5m,0.0,1.2924634608764298,0.09601452900096774,0.8,72,-1006.809,solution,0.2657276750544249,706.715732062541,-5486.947829091322,-1006.3596556752635,0.44934432473640135,1.2924634608764298,0.03809899392592797
3,0,inf,inf,4,"[51, 52, 49, 54]","[1, 2, 0, 3]",0.9540217905403146,0.21757077109083947,-1.2844204598375468,706.6205573812059,-5488.620597182676,-1006.6193664073944,4,4,-0.3562655130245832,raw_lidar_xy_decimated,22898,0.25,0.8654714648657205,-0.4189489949718158,4,0.6020599913279624,0.7109062296206301,49.41405095160154,0.5040583370909452,0.05827051974897879,2.0935864413754937,1.0,0p5m,0.0,2.035315921626515,0.05173598098917864,1.0,73,-1006.809,solution,0.3562655130245832,707.76569787434,-5486.937990825915,-1006.305336034664,0.5036639653359534,2.035315921626515,0.3140303727303717
,,,,,,,,,,,,,,4,,raw_lidar_xy_decimated,20644,0.25,,-1.1292826878834028,4,0.0,1.241427274483292,61.32626065042557,0.511617366104961,nan,,,0p5m,nan,nan,0.0012477670097723603,0.0,76,,no_solution,nan,,,,,,
4,0,inf,inf,5,"[49, 54, 51, 52, 56]","[1, 4, 2, 3, 5]",2.253992022720769,0.10454057989576733,-1.06830869858278,709.8551515336176,-5487.5072928622085,-1006.111152201891,4,6,-0.21146807728546446,raw_lidar_xy_decimated,19818,0.25,0.0905442602071389,-0.977764438375635,6,0.6020599913279624,1.3940501323432721,52.52196041959144,0.5146105525549928,0.8867236124117426,2.9452907312408736,1.0,0p5m,0.0,2.058567118829131,0.09552507899934426,0.8333333333333334,77,-1006.809,solution,0.21146807728546446,711.8399342764524,-5486.961091391623,-1006.034725040889,0.7742749591109717,2.058567118829131,0.07642716100190228
4,0,inf,inf,6,"[51, 52, 56, 49, 54, 55]","[4, 3, 6, 2, 5, 7]",9.97818355925836,0.3321923822104727,0.03022174245688328,710.9050113818604,-5490.8900765156595,-1006.5986505746841,13,8,-0.5684935493765957,raw_lidar_xy_decimated,17649,0.25,0.7769322327172858,0.8071539751741564,8,1.1139433523068367,0.8344695017189172,76.61345678916108,0.5052767081058429,3.3534885191062234,8.214431673574943,1.0,0p5m,0.0,4.860943154468719,0.4652002959919628,0.75,79,-1006.809,solution,0.5684935493765957,713.8622939183145,-5487.032195186412,-1005.9497660547764,0.859233945223506,4.860943154468719,0.6488845199077105
,,,,,,,,,,,,,,6,,raw_lidar_xy_decimated,17107,0.25,,0.7635348912758074,6,0.0,1.46497371247427,89.53309879345792,0.5161618150112476,nan,,,0p5m,nan,nan,0.13181952699960675,0.0,80,,no_solution,nan,,,,,,
,,,,,,,,,,,,,,6,,raw_lidar_xy_decimated,16803,0.25,,0.3186492843369334,6,0.0,1.828516095601336,93.25204686119893,0.5249176267199105,nan,,,0p5m,nan,nan,0.13084835599875078,0.0,82,,no_solution,nan,,,,,,
,,,,,,,,,,,,,,4,,raw_lidar_xy_decimated,16765,0.25,,-0.3522399068460678,4,0.0,1.5494445627424402,57.1169194699695,0.5180329504791032,nan,,,0p5m,nan,nan,0.029105448003974743,0.0,83,,no_solution,nan,,,,,,
3,0,inf,inf,5,"[54, 51, 49, 52, 56]","[5, 3, 2, 4, 6]",1.8354690169143,0.019323609692076155,-0.26950167904934225,717.2383150828305,-5486.685534053294,-1005.6215260028839,3,7,-0.1501932215230594,raw_lidar_xy_decimated,17276,0.25,0.07582767169262183,-0.3453293507419563,7,0.47712125471966244,1.7904993676334737,63.2307282893373,0.5238607990213722,0.478482539475914,2.1848742112780615,1.0,0p5m,0.0,1.7063916718021475,0.29232905399112497,0.7142857142857143,84,-1006.809,solution,0.1501932215230594,718.9171868841113,-5486.99075858124,-1005.5012632553336,1.3077367446664259,1.7063916718021475,0.12026274755032773
2,0,inf,inf,4,"[56, 51, 49, 54]","[3, 2, 1, 4]",1.7079854589808274,0.24344963169299588,0.22930656595492402,719.8131356166328,-5487.012412172333,-1005.1441246271133,3,5,-0.36239037276528957,raw_lidar_xy_decimated,22056,0.25,0.005207852539314217,0.22409871341562324,5,0.47712125471966244,2.216693873070705,88.54730374212419,0.5361507057580459,0.10376347501681105,2.2493032175682766,1.0,0p5m,0.0,2.1455397425514655,0.11106673500034958,0.8,87,-1006.809,solution,0.36239037276528957,721.9586480505693,-5487.001587076867,-1005.1007557535738,1.708244246426167,2.1455397425514655,0.04336887353952079
2,0,inf,inf,4,"[52, 49, 51, 56]","[4, 2, 3, 5]",1.8588889947035845,0.05593878769851482,0.6360047311348995,720.7501927595595,-5486.2560270984895,-1005.1427934169769,2,6,-0.2477409082505638,raw_lidar_xy_decimated,22793,0.25,0.6374585666023904,-0.001453835467480003,6,0.3010299956639812,3.6005800435092095,91.85616408924876,0.6002052503011991,-0.009781694155272636,2.348978194719979,1.0,0p5m,0.0,2.3587598888752517,0.21926400800293777,0.6666666666666666,88,-1006.809,solution,0.2477409082505638,722.9875972880423,-5487.002866565371,-1004.9642160449109,1.8447839550890914,2.3587598888752517,0.17857737206600177
2,0,inf,inf,5,"[49, 51, 54, 56, 52]","[1, 3, 4, 5, 2]",8.83989520270999,0.17715306296433916,-1.0914358959634138,726.0540174113129,-5486.668906921717,-1004.5570542812347,4,6,-0.2996893904119307,raw_lidar_xy_decimated,25473,0.25,0.9217959058906899,-0.1696399900727368,6,0.6020599913279624,2.4993019622360166,90.52709873327407,0.5457387589537319,2.356279309223666,3.4680099669072724,1.0,0p5m,0.0,1.1117306576836066,0.20301597900106572,0.8333333333333334,90,-1006.809,solution,0.2996893904119307,724.9941853815859,-5487.0046168024155,-1004.6745697982262,2.1344302017736836,1.1117306576836066,0.11751551699148877
2,0,inf,inf,4,"[56, 52, 51, 49]","[4, 3, 2, 1]",1.4118782215214059,0.02060810550301235,-0.1443931972304095,729.3159352000207,-5486.923342573356,-1003.8194103240967,2,5,-0.5086917142220916,raw_lidar_xy_decimated,24629,0.25,0.27827762226101527,0.13388442503061293,5,0.3010299956639812,3.0399763763124614,66.2995098021094,0.5661360317681278,0.1280146099734054,2.8186892574028213,1.0,0p5m,0.0,2.690674647429416,0.04610683099599555,0.8,97,-1006.809,solution,0.5086917142220916,732.0056026480726,-5486.996956955169,-1003.731802559405,3.077197440594948,2.690674647429416,0.08760776469171105
2,0,inf,inf,4,"[52, 49, 51, 56]","[2, 0, 1, 3]",1.2549935890882602,0.059739094674708185,-0.5147183298239801,731.0379860103759,-5488.240899228759,-1003.7959442138672,2,5,-0.41684153028081844,raw_lidar_xy_decimated,27373,0.25,0.4983716298305012,-0.016346699993469542,5,0.3010299956639812,2.9590581351420684,77.47983608655868,0.5628496181778545,0.3284439446351519,2.6688985180641565,1.0,0p5m,0.0,2.3404545734290045,0.05905018700286746,0.8,98,-1006.809,solution,0.41684153028081844,733.0200129150755,-5486.996191648911,-1003.6000861834601,3.2089138165398143,2.3404545734290045,0.1958580304070665
2,0,inf,inf,4,"[49, 51, 56, 54]","[1, 2, 3, 4]",2.1904390256938813,0.2877718435160977,0.2288767300336457,733.1492206216149,-5487.626256598936,-1003.6140351295471,2,6,-0.21091200127033718,raw_lidar_xy_decimated,26647,0.25,0.216894493545567,0.4457712235792012,6,0.3010299956639812,3.3397592312775974,115.85687015596224,0.5796657723203742,0.7222173353138965,2.721994974465165,1.0,0p5m,0.0,1.9997776391512685,0.19852283000363968,0.6666666666666666,100,-1006.809,solution,0.21091200127033718,735.0589826520511,-5487.033028486695,-1003.3643241287652,3.4446758712347734,1.9997776391512685,0.24971100078187192
3,0,inf,inf,5,"[56, 51, 54, 49, 52]","[4, 1, 3, 0, 2]",3.488176612198714,0.06931575084256153,-0.10827605592420445,736.1315450512155,-5487.559547657555,-1003.2127194404602,5,5,-0.2419822110855559,raw_lidar_xy_decimated,27129,0.25,0.017574529410694595,-0.09070152651350882,5,0.6989700043360189,2.9483506044356287,81.32419689120822,0.5624200182955411,0.4257155005153801,2.4602520128219245,1.0,0p5m,0.0,2.0345365123065444,0.07037614399450831,1.0,103,-1006.809,solution,0.2419822110855559,738.0949123813048,-5487.026136421222,-1002.9939512202589,3.815048779741174,2.0345365123065444,0.21876822020135478
3,0,inf,inf,5,"[54, 49, 51, 56, 52]","[4, 1, 2, 5, 3]",4.3256928533979035,0.08654911250181722,0.04863669671145191,737.8891210454572,-5487.0172038613,-1002.9422533512115,4,7,-0.8242379099465138,raw_lidar_xy_decimated,25008,0.25,0.4867237659695718,0.5353604626810283,7,0.6020599913279624,3.340864759695895,98.39270806314866,0.5789574958726077,0.5850434976699179,1.881990861505016,1.0,0p5m,0.0,1.2969473638350981,0.280491826008074,0.7142857142857143,104,-1006.809,solution,0.8242379099465138,739.1737275039754,-5486.838713773923,-1003.0012332511453,3.807766748854703,1.2969473638350981,0.058979899933774504
2,0,inf,inf,6,"[52, 54, 56, 49, 53, 51]","[3, 7, 8, 2, 5, 4]",6.732958266083858,0.22467525935053073,12.690060452655825,733.5854258333337,-5482.174805359148,-1003.2101111412048,2,9,-0.626619962701938,raw_lidar_xy_decimated,12539,0.25,2.46604633410044,10.224014118555395,9,0.3010299956639812,4.356964671394297,59.52835458838082,0.628588916097592,-0.7079448378383608,7.193903641683491,1.0,0p5m,0.0,7.901848479521852,0.1701232889899984,0.6666666666666666,105,-1006.809,solution,0.626619962701938,739.9981571376932,-5486.791740122756,-1002.8196329839519,3.989367016048046,7.901848479521852,0.39047815725291457
3,0,inf,inf,6,"[49, 51, 54, 56, 52, 53]","[0, 2, 4, 3, 1, 5]",10.747601483178459,0.9343443256473818,-7.311733161088959,742.2278407808261,-5486.950269151637,-1002.4863748550415,5,6,-0.6978836025420618,raw_lidar_xy_decimated,29217,0.25,1.8132924654721592,-5.4984406956167975,6,0.6989700043360189,3.450019329937523,93.94943315102394,0.583924748688867,1.9343053148866416,3.022710992857904,1.0,0p5m,0.0,1.0884056779712623,0.16048971300187986,1.0,106,-1006.809,solution,0.6978836025420618,741.1445186261084,-5486.845197609639,-1002.5909878779555,4.218012122044412,1.0884056779712623,0.10461302291400898
3,0,inf,inf,5,"[49, 54, 51, 52, 56]","[1, 4, 2, 3, 5]",3.652983640878454,0.12155271768403873,-6.6163088709091396,742.2224398546459,-5489.708738539941,-1002.5214664936066,4,6,-0.38849726413054986,raw_lidar_xy_decimated,28618,0.25,1.088591228187937,-5.527717642721197,6,0.6020599913279624,3.2775343862236075,92.91995756334207,0.576361638305269,-0.17022641647285663,2.575233689098814,1.0,0p5m,0.0,2.7454601055716705,0.17773013899568468,0.8333333333333334,107,-1006.809,solution,0.38849726413054986,742.1386016162292,-5486.964558818956,-1002.4583538068428,4.350646193157196,2.7454601055716705,0.06311268676381587
,,,,,,,,,,,,,,4,,raw_lidar_xy_decimated,30493,0.25,,0.17549991037541424,4,0.0,3.065008275556507,83.95407510159797,0.567392357170509,nan,,,0p5m,nan,nan,0.03029030200559646,0.0,110,,no_solution,nan,,,,,,
,,,,,,,,,,,,,,4,,raw_lidar_xy_decimated,28341,0.25,,0.4013755049303118,4,0.0,3.588914428190006,88.4390869274159,0.5904428168479046,nan,,,0p5m,nan,nan,0.032806269999127835,0.0,113,,no_solution,nan,,,,,,
3,0,inf,inf,4,"[51, 52, 49, 54]","[1, 2, 0, 5]",1.4031511661445326,0.27951431504216473,0.29191263617207386,748.9229641958705,-5487.796542516664,-1001.4867396354675,3,6,-0.6648289548374084,raw_lidar_xy_decimated,23583,0.25,0.7220875836565881,1.0140002198286726,6,0.47712125471966244,4.313347791089394,79.9203770230624,0.6269057820623019,0.5719895584500376,3.0581600809535443,1.0,0p5m,0.0,2.4861705225035067,0.09436086300411262,0.6666666666666666,116,-1006.809,solution,0.6648289548374084,751.2761590048843,-5486.994346743928,-1001.4264563805559,5.382543619444023,2.4861705225035067,0.06028325491161013
4,0,inf,inf,5,"[54, 49, 52, 51, 56]","[5, 1, 3, 2, 6]",2.2878836576189387,0.0558875738475068,0.48052853478862795,753.9398071519823,-5486.278797192703,-1000.9901785850525,5,7,-0.21522545429587328,raw_lidar_xy_decimated,19748,0.25,0.5816979417954826,-0.10116940700685847,7,0.6989700043360189,4.050548841982788,90.22818295854128,0.6126691827021479,0.4497090317912593,2.925663130332624,1.0,0p5m,0.0,2.4759540985413646,0.22346441399713513,0.7142857142857143,121,-1006.809,solution,0.21522545429587328,756.3124559306326,-5486.986530526136,-1000.8582677529937,5.950732247006305,2.4759540985413646,0.13191083205879295
3,0,inf,inf,5,"[54, 52, 49, 51, 56]","[6, 3, 1, 2, 7]",2.7512441250029616,0.11546235178406623,0.960261543724537,754.1906310615952,-5485.3333330374535,-1000.7148771286011,3,8,-0.406521655866938,raw_lidar_xy_decimated,21844,0.25,1.1873402406577611,-0.2270786969332281,8,0.47712125471966244,4.035249143786281,85.14424410618207,0.6119782034461653,-0.2922232157775677,3.248282875422555,1.0,0p5m,0.0,3.5405060912001227,0.19645566499093547,0.625,122,-1006.809,solution,0.406521655866938,757.3177792727969,-5486.993491899431,-1000.7013681388634,6.107631861136614,3.5405060912001227,0.013508989737715638
3,0,inf,inf,6,"[52, 51, 54, 56, 49, 53]","[3, 2, 6, 4, 1, 5]",5.56410112056526,0.5208567100398523,-1.2472472831901422,755.121538996605,-5489.303998881139,-1002.499813079834,4,8,-1.4834997196622781,raw_lidar_xy_decimated,20966,0.25,1.0075638264322606,-0.23968345675788988,8,0.6020599913279624,2.5527274780522413,105.60691534360592,0.5476059333983486,0.772944526345567,4.7800206313421265,1.0,0p5m,0.0,4.0070761049965595,0.24375198599591386,0.75,123,-1006.809,solution,1.4834997196622781,758.3852971053501,-5486.979231813488,-1000.512813355751,6.296186644248987,4.0070761049965595,1.9869997240830344
3,0,inf,inf,5,"[51, 49, 52, 56, 54]","[2, 1, 3, 5, 6]",3.4252835119983667,0.22061306658761679,0.9584107083572491,762.1773696588226,-5487.879097916568,-1000.0207052230835,4,7,-0.24287457688979686,raw_lidar_xy_decimated,23022,0.25,0.04069885573699139,0.999109564094237,7,0.6020599913279624,3.9715145857435434,100.82472415037891,0.608690003601809,0.9956290733058013,2.4567174336708426,1.0,0p5m,0.0,1.4610883603650413,0.09250919400074054,0.7142857142857143,128,-1006.809,solution,0.24287457688979686,763.3250169192447,-5486.9748385718885,-999.7082603249537,7.100739675046247,1.4610883603650413,0.31244489812979737
2,0,inf,inf,4,"[49, 52, 51, 56]","[1, 3, 2, 5]",0.994755761288364,0.06637041948839369,-0.726865908064335,763.9258535446317,-5488.193449285326,-999.2518949508667,2,6,-0.589876545746581,raw_lidar_xy_decimated,20108,0.25,0.43571724606627527,-0.2911486619980697,6,0.3010299956639812,5.705648632180261,105.22563807175145,0.7105682298742573,-0.17244909120456997,3.502510976696,1.0,0p5m,0.0,3.67496006790057,0.11512454701005481,0.6666666666666666,132,-1006.809,solution,0.589876545746581,767.3904432366945,-5486.967908683667,-999.1722128363871,7.636787163612888,3.67496006790057,0.07968211447962403
,,,,,,,,,,,,,,7,,raw_lidar_xy_decimated,18375,0.25,,-0.1834522893526085,7,0.0,5.518590541312611,88.84326085866051,0.6952473378519067,nan,,,0p5m,nan,nan,0.08577654599503148,0.0,134,,no_solution,nan,,,,,,
2,0,inf,inf,4,"[52, 51, 49, 56]","[2, 1, 0, 5]",2.611055214530881,0.087554278010098,-27.61340265951986,769.8435500680685,-5487.529935814315,-998.3972091674805,2,6,-0.47295914083081136,raw_lidar_xy_decimated,16623,0.25,0.7647666730117066,-28.37816933253156,6,0.3010299956639812,5.156999191364118,100.67926320517375,0.674371648177306,-0.21343506445630345,3.2589453589372797,1.0,0p5m,-0.308082778060105,3.164297645333478,0.08997998699487653,0.6666666666666666,138,-1006.809,solution,0.47295914083081136,773.3041541786316,-5487.244199931513,-998.3658635831699,8.443136416830013,3.472380423393583,0.03134558431054302
,,,,,,,,,,,,,,6,,raw_lidar_xy_decimated,18209,0.25,,-51.36699962412441,6,0.0,5.1966659208167885,102.77807170866095,0.6765295064700916,nan,,,0p5m,nan,nan,0.06868193599802908,0.0,139,,no_solution,nan,,,,,,
,,,,,,,,,,,,,,4,,raw_lidar_xy_decimated,20545,0.25,,-50.19953007293755,4,0.0,5.3885373461830515,95.40829614715966,0.6902088691155122,nan,,,0p5m,nan,nan,0.0012676030019065365,0.0,140,,no_solution,nan,,,,,,
,,,,,,,,,,,,,,6,,raw_lidar_xy_decimated,18650,0.25,,-0.041409577231133726,6,0.0,5.618048555068771,106.91143171845124,0.7017657598282274,nan,,,0p5m,nan,nan,0.11866196899791248,0.0,146,,no_solution,nan,,,,,,
