estimated_heading_deg,estimated_x_m,estimated_y_m,estimated_z_m,heading_error_deg,initial_heading_deg,initial_source,initial_x_m,initial_y_m,moga_final_cost,moga_initial_cost,site,status,truth_x_m,truth_y_m,truth_z_m,xy_error_m,z_error_m
-0.5720053925691515,-447.24168144116027,-154.45451123277982,9.016412615776062,0.2998015153307804,-1.539493586007095,darces,-447.5793231672797,-153.35564706000187,4.498261988681046,22.91744708903497,1,solution,-0.005049131810665131,-0.0011176990810781717,-0.49565547704696655,473.15584753174505,9.512068092823029
-1.5737183781645148,-437.48996057139766,-154.57769273649964,8.674283981323242,0.35815637040074616,0.6043841757390954,darces,-440.8750822160913,-156.08548797826955,4.309983809242032,23.716270751597257,2,solution,12.267229080200195,-0.6570590734481812,-0.8115395307540894,475.3662704804987,9.485823512077332
-41.05528450049625,18.86667256156173,-12.388359349134344,0.02593141794204712,0.33708745661039147,-41.4787568824333,darces,21.646478373086772,-11.651761779137736,2.8320711715954414,15.25233483602844,3,solution,23.901281356811523,-10.196999549865723,-0.5373302102088928,5.4908417834661,0.5632616281509399
-64.82573343406266,-450.421661811119,-182.04786731631293,8.005398988723755,0.03439849700348348,-67.41744799391275,darces,-444.19717236007557,-176.02356546325598,0.5224996966695624,7.229175131918099,4,solution,36.56502151489258,-34.223609924316406,-2.5595836639404297,508.9283258086195,10.564982652664185
,,,,,,none,,,,,5,feature_pose_unavailable,19.5212345123291,-46.497894287109375,-2.1845808029174805,,
-149.39808609615315,-281.0823632468077,-101.27162104133328,6.557100057601929,0.14106985369626407,-149.97689162893326,darces,-280.0227798676692,-99.01186180537476,4.952419331912403,26.707123127788435,6,solution,-0.9627990126609802,-59.02731704711914,-0.45432978868484497,283.28704786255906,7.011429846286774
,,,,,,none,,,,,7,feature_pose_unavailable,-8.252805709838867,-83.77835845947266,-1.3806068897247314,,
,,,,,,none,,,,,8,feature_pose_unavailable,-11.781176567077637,-93.33480834960938,-2.9016098976135254,,
,,,,,,none,,,,,9,feature_pose_unavailable,-18.610734939575195,-138.35015869140625,-2.200972080230713,,
-111.66575124396513,-487.74017628046937,-680.7092707103267,7.770911693572998,0.059657193067647316,-113.69689619137802,darces,-484.3143239685709,-676.4746262851273,1.4027839577342123,14.294398057693353,10,solution,-23.69623565673828,-150.10791015625,-0.596463680267334,704.8933129569596,8.367375373840332
-110.58458009786347,108.84480167915115,548.7669618665043,0.7652139663696289,0.0461728517596431,-113.79668419062305,darces,108.31108935798979,556.7996226210589,2.421977648350082,22.074175258068408,11,solution,-26.17138671875,-156.74221801757812,-0.03909933567047119,718.312309535489,0.8043133020401001
-95.89193943683046,-23.195989602589147,-176.50453623491126,1.5660484433174133,0.1806625996323769,-97.31005063948717,ransac,-25.4936002080793,-176.47950056327153,1.3764979202186278,7.680060296374124,12,solution,-27.199756622314453,-174.37538146972656,1.2406376600265503,4.534694075938171,0.32541078329086304
-99.81894356442535,-32.816670995809226,-201.5682763350176,3.272601008415222,0.025359318995582265,-99.2867768831736,darces,-32.72019035978058,-198.2394473790289,0.5952395527222809,4.1363774126149595,13,solution,-30.75284194946289,-198.97962951660156,2.7760562896728516,3.31066197051863,0.4965447187423706
-131.74459863378362,350.6925528202015,200.6911472132956,-4.738747596740723,0.19636273233628174,-129.19067582705807,darces,346.8940702729661,199.19503949824298,0.6317630464709231,5.947032583653009,14,solution,-50.64036178588867,-224.77685546875,3.8478145599365234,584.8855697078434,8.586562156677246
148.50562197684258,-17.31969587293528,8.892838388951267,0.5416867136955261,0.056713768650452766,149.31227802759332,ransac,-17.84933807227778,8.345583070778304,1.6523101030467353,8.8311253275229,15,solution,-16.422508239746094,6.153733253479004,0.1715155839920044,2.8822981442449946,0.37017112970352173
-138.3719313534148,180.52630726231604,-217.82412285908143,-2.164326548576355,0.023077301350688854,-137.56989908554047,darces,181.43077872230765,-216.46264955716308,0.5012570418179211,3.010056933271362,16,solution,-178.57537841796875,-323.9828796386719,6.217787742614746,374.4645541295068,8.382114291191101
,,,,,,none,,,,,17,feature_pose_unavailable,-102.15924835205078,-266.02862548828125,3.638662815093994,,
,,,,,,none,,,,,18,feature_pose_unavailable,-131.5979461669922,-290.22393798828125,5.277122974395752,,
,,,,,,none,,,,,19,feature_pose_unavailable,-162.78665161132812,-310.0521240234375,5.476531028747559,,
-136.70887770444872,-186.28321614298048,-344.72676760728234,7.455589532852173,0.3111294877056108,-133.38993875695192,darces,-190.1366253972958,-338.992037020427,7.224632262234886,51.96332797724174,20,solution,-194.00518798828125,-337.96356201171875,6.880199909210205,10.264979255092554,0.5753896236419678
,,,,,,none,,,,,21,feature_pose_unavailable,-211.0142364501953,-352.2628173828125,5.4391608238220215,,
-154.6776984041335,-228.72540979712025,-371.6964011742022,6.396036744117737,0.0591763478170838,-155.5090914273352,ransac,-229.49121356821993,-372.42451543978035,2.879463724310967,15.221737229039205,22,solution,-236.06866455078125,-371.45111083984375,5.889065742492676,7.34735038808512,0.506971001625061
-158.97470449391625,-434.02164941792614,-442.5277049761741,8.659721970558167,0.03242875998148637,-158.63574871808652,darces,-435.8372686043515,-442.05893270815113,2.487687228252321,13.431001561522786,23,solution,-252.51278686523438,-377.9277648925781,6.394556045532227,192.6619304480679,2.26516592502594
,,,,,,none,,,,,24,feature_pose_unavailable,-279.89703369140625,-394.0205078125,5.653914928436279,,
,,,,,,none,,,,,25,feature_pose_unavailable,-301.57952880859375,-399.9701232910156,3.864340305328369,,
94.65750047019296,-311.45639490335986,-353.69505830797016,5.6695364117622375,0.014876265860827817,92.45278178477481,darces,-312.2618278910973,-350.91078193076305,3.1342002626945895,21.393027862483443,26,solution,-312.87744140625,-352.31488037109375,5.095863342285156,1.9809755931905622,0.5736730694770813
