checkpoint_signature,cluster_size,correspondence_count,evaluated_hypothesis_count,generated_hypotheses_per_s,generated_hypothesis_count,heading_error_deg,hypothesis_cap,local_feature_count,resolution,runtime_s,screened_hypothesis_count,site,status,xy_error_m
712838297d0a98d26dae049a2c2f6d334c34e1ee52ba7e9d93cc722dffeddfbe,2,3,171,482.54531577344613,5442,0.30701898834655594,100000,13,10m,11.277697289999196,171,131,solution,895.362495180053
712838297d0a98d26dae049a2c2f6d334c34e1ee52ba7e9d93cc722dffeddfbe,4,4,59,501.00964529459503,2515,2.168534046015793,100000,9,10m,5.019863437002641,59,189,solution,841.5871635490585
712838297d0a98d26dae049a2c2f6d334c34e1ee52ba7e9d93cc722dffeddfbe,3,4,168,625.465498831632,7847,4.116486091459478,100000,11,10m,12.545855870001105,168,202,solution,864.763283102759
712838297d0a98d26dae049a2c2f6d334c34e1ee52ba7e9d93cc722dffeddfbe,3,6,284,607.3987949928214,18411,1.163748965140428,100000,14,10m,30.311222464999446,284,229,solution,870.9101814291173
712838297d0a98d26dae049a2c2f6d334c34e1ee52ba7e9d93cc722dffeddfbe,2,4,97,633.210523973496,4711,0.5691634812830841,100000,10,10m,7.439863712999795,97,252,solution,788.0991182498403
712838297d0a98d26dae049a2c2f6d334c34e1ee52ba7e9d93cc722dffeddfbe,4,5,517,561.1158963425406,30734,4.97378011095509,100000,18,10m,54.77299823499925,517,262,solution,235.50897407901016
712838297d0a98d26dae049a2c2f6d334c34e1ee52ba7e9d93cc722dffeddfbe,4,4,155,591.3206141003997,6046,1.9550954877570916,100000,11,10m,10.224571671999001,155,273,solution,330.22394975295805
712838297d0a98d26dae049a2c2f6d334c34e1ee52ba7e9d93cc722dffeddfbe,2,4,178,521.2268450594255,7990,2.668303398877242,100000,13,10m,15.329218123999453,178,277,solution,858.9482643990896
712838297d0a98d26dae049a2c2f6d334c34e1ee52ba7e9d93cc722dffeddfbe,2,3,16,435.5653600397792,1264,1.1035360516786739,100000,9,10m,2.901975492000929,16,293,solution,905.8225558312696
712838297d0a98d26dae049a2c2f6d334c34e1ee52ba7e9d93cc722dffeddfbe,2,3,86,529.600021260317,3914,1.9454129800225246,100000,10,10m,7.390483087001485,86,377,solution,585.1036604302676
712838297d0a98d26dae049a2c2f6d334c34e1ee52ba7e9d93cc722dffeddfbe,2,4,78,425.76889599284397,3211,0.35877436240741645,100000,10,10m,7.541650013001345,78,390,solution,485.506481151643
712838297d0a98d26dae049a2c2f6d334c34e1ee52ba7e9d93cc722dffeddfbe,4,3,240,605.8242724013766,18015,0.7156369483494416,100000,15,10m,29.736345703997358,240,423,solution,548.8240634744685
712838297d0a98d26dae049a2c2f6d334c34e1ee52ba7e9d93cc722dffeddfbe,,,,162.32119228512317,34,,100000,4,10m,0.20946125100090285,0,461,no_solution,
712838297d0a98d26dae049a2c2f6d334c34e1ee52ba7e9d93cc722dffeddfbe,,,,159.23259901440835,173,,100000,6,10m,1.086460944999999,1,484,no_solution,
712838297d0a98d26dae049a2c2f6d334c34e1ee52ba7e9d93cc722dffeddfbe,4,4,11,123.8095740509772,304,3.9716880388492655,100000,8,10m,2.4553836189988942,11,490,solution,794.0864989331033
712838297d0a98d26dae049a2c2f6d334c34e1ee52ba7e9d93cc722dffeddfbe,7,4,69,442.3419640281895,3489,2.707483170784087,100000,12,10m,7.8875627540001005,69,538,solution,411.4988001311136
712838297d0a98d26dae049a2c2f6d334c34e1ee52ba7e9d93cc722dffeddfbe,,,,222.5924617958415,84,,100000,5,10m,0.3773712699985481,3,568,no_solution,
712838297d0a98d26dae049a2c2f6d334c34e1ee52ba7e9d93cc722dffeddfbe,3,5,154,620.7998715085957,7440,0.23692418288072759,100000,11,10m,11.98453856299966,154,580,solution,379.68501529393103
712838297d0a98d26dae049a2c2f6d334c34e1ee52ba7e9d93cc722dffeddfbe,2,3,149,344.91451934346475,4635,4.672128617603164,100000,12,10m,13.438112170002569,149,591,solution,440.1416069207026
712838297d0a98d26dae049a2c2f6d334c34e1ee52ba7e9d93cc722dffeddfbe,2,4,533,717.9219460771236,17490,3.6622223622941306,100000,13,10m,24.36197987200285,533,672,solution,516.2100434500696
712838297d0a98d26dae049a2c2f6d334c34e1ee52ba7e9d93cc722dffeddfbe,2,4,12,299.23772717844463,290,1.6373246941622597,100000,6,10m,0.9691291360031755,12,682,solution,559.6834581088459
712838297d0a98d26dae049a2c2f6d334c34e1ee52ba7e9d93cc722dffeddfbe,2,4,1653,630.8808907355105,57124,4.042187489537866,100000,21,10m,90.54641032699874,1653,724,solution,505.5869992669286
