cluster_size,consensus_count,consensus_xy_rmse_m,consensus_z_rmse_m,correspondence_count,correspondence_global_indices,correspondence_local_indices,correspondence_xy_rmse_m,correspondence_z_rmse_m,estimated_heading_deg,estimated_x_m,estimated_y_m,estimated_z_m,evaluated_hypothesis_count,feature_count_npz,fitness,fitness_reference,fitness_reference_point_count,fitness_reference_spacing_m,heading_error_deg,heading_measurement_deg,local_feature_count,log10_hypotheses,median_abs_elevation_angle_deg,median_feature_range_m,median_sigma_z_m,moga_delta_error_m,moga_xy_error_m,overlap,profile,ransac_delta_error_m,ransac_xy_error_m,runtime_s,selected_fraction,site,status,terrain_mae_m,truth_x_m,truth_y_m,truth_z_m,xy_error_m,z_error_m
,,,,,,,,,,,,,,0,,,,,,179.85029842598993,0,0.0,nan,nan,nan,nan,,,0p5m,nan,nan,,0,362,skipped_insufficient_features,nan,,,,,
,,,,,,,,,,,,,,4,,raw_lidar_xy_decimated,13680,0.25,,179.93080235840745,4,0.0,2.515006140228226,17.000058588658447,0.6011569809388366,nan,,,0p5m,nan,nan,0.1728409850038588,0.0,397,no_solution,nan,,,,,
,,,,,,,,,,,,,,1,,,,,,179.93377795978506,1,0.0,1.3074622738212809,38.950288830764784,0.5284896078998487,nan,,,0p5m,nan,nan,,0.0,398,skipped_insufficient_features,nan,,,,,
,,,,,,,,,,,,,,3,,raw_lidar_xy_decimated,13939,0.25,,179.79458773470787,3,0.0,2.27037329705611,18.155577655365306,0.5817345859650884,nan,,,0p5m,nan,nan,0.06150582802365534,0.0,399,no_solution,nan,,,,,
,,,,,,,,,,,,,,1,,,,,,-179.8376581917038,1,0.0,1.5357412198435727,36.58722454628118,0.5389171020621758,nan,,,0p5m,nan,nan,,0.0,402,skipped_insufficient_features,nan,,,,,
,,,,,,,,,,,,,,1,,,,,,179.97030065904426,1,0.0,1.6169654841413559,34.32382554436495,0.5429768641681123,nan,,,0p5m,nan,nan,,0.0,405,skipped_insufficient_features,nan,,,,,
,,,,,,,,,,,,,,0,,,,,,179.86030818737603,0,0.0,nan,nan,nan,nan,,,0p5m,nan,nan,,0,425,skipped_insufficient_features,nan,,,,,
,,,,,,,,,,,,,,2,,,,,,-0.016074124752462313,2,0.0,1.8160394091566587,37.496286125511126,0.5955658337190326,nan,,,10m,nan,nan,,0.0,2,skipped_insufficient_features,nan,,,,,
,,,,,,,,,,,,,,4,,raw_lidar_xy_decimated,512,5.0,,2.8178919137656173,4,0.0,1.353369170766352,72.40421163889258,0.5530144213668287,nan,,,10m,nan,nan,0.00399915297748521,0.0,9,no_solution,nan,,,,,
,,,,,,,,,,,,,,5,,raw_lidar_xy_decimated,311,5.0,,-1.1715860802315958,5,0.0,1.214127384121055,75.16648189186454,0.54306285199656,nan,,,10m,nan,nan,0.007120568014215678,0.0,10,no_solution,nan,,,,,
,,,,,,,,,,,,,,5,,raw_lidar_xy_decimated,342,5.0,,-1.3325228097069708,5,0.0,1.2348766111792806,75.16648189186454,0.5444870208830004,nan,,,10m,nan,nan,0.005073185981018469,0.0,12,no_solution,nan,,,,,
,,,,,,,,,,,,,,4,,raw_lidar_xy_decimated,462,5.0,,-0.656672489798474,4,0.0,1.4660939795300414,72.124482778118,0.561697460532935,nan,,,10m,nan,nan,0.0037562059878837317,0.0,20,no_solution,nan,,,,,
,,,,,,,,,,,,,,5,,raw_lidar_xy_decimated,342,5.0,,-0.10589940185594611,5,0.0,1.471279789899058,51.478150704935004,0.5621107012984123,nan,,,10m,nan,nan,0.007038912997813895,0.0,26,no_solution,nan,,,,,
,,,,,,,,,,,,,,2,,,,,,-0.06391904233262571,2,0.0,1.3236605333315652,65.41644327806195,0.554891281414956,nan,,,10m,nan,nan,,0.0,36,skipped_insufficient_features,nan,,,,,
,,,,,,,,,,,,,,3,,raw_lidar_xy_decimated,423,5.0,,0.051932943314520294,3,0.0,1.5991673916150455,35.35533905932738,0.5726616757087751,nan,,,10m,nan,nan,0.002347000001464039,0.0,48,no_solution,nan,,,,,
,,,,,,,,,,,,,,3,,raw_lidar_xy_decimated,414,5.0,,-4.3289440250794025,3,0.0,1.6215834274557277,35.35533905932738,0.5745806671242697,nan,,,10m,nan,nan,0.0005301519995555282,0.0,51,no_solution,nan,,,,,
,,,,,,,,,,,,,,5,,raw_lidar_xy_decimated,285,5.0,,-0.2337594858298045,5,0.0,1.5599991722901714,38.07886552931954,0.569357768589629,nan,,,10m,nan,nan,0.012722371000563726,0.0,54,no_solution,nan,,,,,
,,,,,,,,,,,,,,3,,raw_lidar_xy_decimated,270,5.0,,-0.07384324607228306,3,0.0,0.6563435533306435,45.27692569068709,0.5129558131707609,nan,,,10m,nan,nan,0.004976816009730101,0.0,77,no_solution,nan,,,,,
,,,,,,,,,,,,,,4,,raw_lidar_xy_decimated,323,5.0,,0.035239910434854374,4,0.0,0.4729160947123967,69.47121456380725,0.509098448346393,nan,,,10m,nan,nan,0.026492795994272456,0.0,89,no_solution,nan,,,,,
,,,,,,,,,,,,,,5,,raw_lidar_xy_decimated,411,5.0,,0.1906701993705456,5,0.0,0.8208972537928888,51.478150704935004,0.5201251134442139,nan,,,10m,nan,nan,0.020983680995414034,0.0,95,no_solution,nan,,,,,
