cluster_size,consensus_count,consensus_xy_rmse_m,consensus_z_rmse_m,correspondence_count,correspondence_global_indices,correspondence_local_indices,correspondence_xy_rmse_m,correspondence_z_rmse_m,estimated_heading_deg,estimated_x_m,estimated_y_m,estimated_z_m,evaluated_hypothesis_count,fitness,fitness_reference,fitness_reference_point_count,fitness_reference_spacing_m,heading_error_deg,heading_measurement_deg,local_feature_count,overlap,runtime_s,site,status,truth_x_m,truth_y_m,truth_z_m,xy_error_m,z_error_m
4,0,inf,inf,8,"[272, 303, 254, 297, 268, 304, 302, 318]","[2, 6, 0, 5, 3, 9, 7, 15]",11.082100853516774,0.33001194665161515,2.216437207494056,-2.626480164892442,-3.716403723447801,0.0024023056030273438,1281,-0.15466031727838478,raw_lidar_xy_decimated,1403,2.5,2.4886410847324214,-0.27220387723835904,16,1.0,131.808299042008,1,solution,-0.005049131810665131,-0.0011176990810781717,-0.49565547704696655,4.547004607877462,0.4980577826499939
3,0,inf,inf,6,"[302, 303, 272, 254, 318, 297]","[6, 5, 1, 0, 13, 8]",8.864509476907267,0.8294087947907451,2.7565568715365205,9.654558703730657,0.2949474912283776,-0.23071584105491638,1577,-0.23812828926454369,raw_lidar_xy_decimated,1272,2.5,4.688431620101767,-1.9318747485652559,15,1.0,134.38329047799925,2,solution,12.267229080200195,-0.6570590734481812,-0.8115395307540894,2.7807126775826263,0.580823689699173
5,0,inf,inf,7,"[302, 303, 304, 272, 297, 254, 318]","[6, 7, 8, 1, 4, 0, 13]",6.460533452103017,0.2797243410518071,-41.08550245550124,22.256318313739257,-12.312235540081492,0.019384145736694336,2023,-0.188696224875547,raw_lidar_xy_decimated,2301,2.5,0.36730541161540486,-40.71819704388585,17,1.0,160.87733074599237,3,solution,23.901281356811523,-10.196999549865723,-0.5373302102088928,2.6795758446772235,0.5567143559455872
2,0,inf,inf,3,"[177, 92, 132]","[7, 1, 4]",2.590880550973928,0.2956585050565697,-67.74038366782733,761.7766811479456,789.9944145185002,-13.223434686660767,161,-0.7319122547120848,raw_lidar_xy_decimated,1204,2.5,2.9490487307681406,-64.79133493705918,9,1.0,16.497861646013916,4,solution,36.56502151489258,-34.223609924316406,-2.5595836639404297,1097.8466664722114,10.663851022720337
2,0,inf,inf,6,"[383, 408, 456, 449, 377, 422]","[2, 3, 5, 10, 1, 8]",10.221482016682986,1.201208870217212,-147.6055773543846,-555.2339086499437,-565.5598952106425,7.687711000442505,748,-0.7972191901225149,raw_lidar_xy_decimated,1238,2.5,0.260019217213852,-147.34555813717074,12,1.0,60.664988830001676,5,solution,19.5212345123291,-46.497894287109375,-2.1845808029174805,774.4474387550305,9.872291803359985
4,0,inf,inf,6,"[268, 254, 303, 318, 302, 297]","[2, 0, 11, 18, 10, 12]",5.555310801533004,0.32972929091392567,-147.65137223856453,-3.036245936652083,-59.581858304874444,0.08753776550292969,1472,-0.14672246912252881,raw_lidar_xy_decimated,2826,2.5,1.605644003892337,-149.25701624245687,23,1.0,149.52170059199852,6,solution,-0.9627990126609802,-59.02731704711914,-0.45432978868484497,2.146322005935037,0.5418675541877747
,,,,,,,,,,,,,,,raw_lidar_xy_decimated,1504,2.5,,-109.2759993649763,4,,0.7869214469974395,7,no_solution,,,,,
,,,,,,,,,,,,,,,,,,,-114.39735521942477,2,,,8,skipped_insufficient_features,,,,,
,,,,,,,,,,,,,,,,,,,-104.79089921902104,1,,,9,skipped_insufficient_features,,,,,
2,0,inf,inf,4,"[191, 148, 149, 102]","[7, 3, 2, 0]",6.149499406645011,0.9976168930137591,-107.82917294806911,543.5822370990116,467.4119077358863,-10.580290913581848,127,-0.9425361964382978,raw_lidar_xy_decimated,1622,2.5,3.8962354889636686,-111.72540843703277,8,1.0,13.962500442998135,10,solution,-23.69623565673828,-150.10791015625,-0.596463680267334,838.5318068753464,9.983827233314514
,,,,,,,,,,,,,,,raw_lidar_xy_decimated,1640,2.5,,-110.5384072461038,8,,6.456363559991587,11,no_solution,,,,,
